order_no,cus_id,product,quantity,price
536293,CUS0020,Monitor,2,23.77
536400,CUS0046,Keyboard,3,138.2
536122,CUS0054,Laptop,3,42.34
536183,CUS0012,Monitor,3,35.37
536202,CUS0027,Laptop,3,71.4
536438,CUS0012,Mouse,2,22.37
536246,CUS0019,Monitor,3,104.05
536415,CUS0044,Keyboard,1,83.45
536731,CUS0010,Keyboard,2,43.1
536734,CUS0033,Monitor,3,58.01
536847,CUS0057,Keyboard,1,98.93
536129,CUS0016,Keyboard,1,28.44
536637,CUS0027,Headset,3,69.77
536402,CUS0071,Mouse,2,61.51
536750,CUS0066,Monitor,3,23.53
536736,CUS0091,Mouse,3,133.37
C536232,CUS0011,Mouse,1,42.8
536219,CUS0069,Mouse,2,90.25
536641,CUS0058,Keyboard,1,46.84
C536649,CUS0048,Monitor,2,26.58
536718,CUS0067,Mouse,1,98.7
536770,CUS0050,Mouse,3,71.68
C536460,CUS0059,Keyboard,1,30.6
536624,CUS0090,Laptop,1,51.4
536801,CUS0088,Mouse,3,95.05
C536168,CUS0025,Mouse,2,27.1
536386,CUS0089,Monitor,3,57.86
C536146,CUS0076,Monitor,2,14.7
536509,CUS0091,Keyboard,1,77.39
536267,CUS0093,Monitor,3,30.28
536783,CUS0030,Laptop,3,97.04
536441,CUS0003,Laptop,1,118.27
536496,CUS0047,Laptop,3,40.16
536112,CUS0072,Headset,1,139.49
536691,CUS0041,Laptop,2,52.27
536232,CUS0056,Keyboard,3,27.11
C536113,CUS0095,Keyboard,1,71.88
536607,CUS0070,Mouse,3,25.32
536671,CUS0084,Laptop,1,52.2
536373,CUS0047,Laptop,3,82.51
C536183,CUS0084,Mouse,1,58.11
C536389,CUS0060,Keyboard,2,19.95
536233,CUS0100,Headset,3,63.44
536751,CUS0077,Headset,2,60.4
536676,CUS0007,Headset,2,82.69
536317,CUS0045,Mouse,3,74.61
536648,CUS0068,Laptop,3,14.49
536410,CUS0069,Headset,2,95.8
C536382,CUS0088,Keyboard,2,11.06
536709,CUS0018,Keyboard,3,132.49
536358,CUS0013,Laptop,1,78.4
536258,CUS0029,Mouse,3,137.55
536744,CUS0060,Headset,3,57.03
536627,CUS0014,Headset,2,17.19
536632,CUS0006,Monitor,1,105.85
536282,CUS0100,Monitor,3,148.69
536376,CUS0012,Keyboard,2,107.28
536384,CUS0048,Headset,1,36.77
536224,CUS0034,Keyboard,2,15.19
C536481,CUS0068,Laptop,1,14.79
536778,CUS0042,Keyboard,3,102.18
536472,CUS0058,Laptop,2,140.82
536347,CUS0085,Keyboard,2,145.21
536505,CUS0025,Headset,2,35.78
536639,CUS0096,Mouse,3,34.89
C536516,CUS0066,Headset,2,65.03
C536891,CUS0008,Headset,2,32.58
C536496,CUS0023,Headset,2,26.05
536619,CUS0067,Monitor,1,146.88
536817,CUS0089,Headset,1,57.55
536645,CUS0013,Laptop,1,24.73
536809,CUS0077,Mouse,1,123.46
536556,CUS0031,Laptop,2,121.04
C536170,CUS0091,Laptop,1,70.69
536577,CUS0059,Monitor,1,85.98
536085,CUS0020,Keyboard,1,45.18
536242,CUS0091,Mouse,1,86.95
536698,CUS0017,Monitor,2,42.7
536159,CUS0072,Headset,3,144.12
536524,CUS0078,Mouse,1,84.25
536035,CUS0059,Headset,3,63.98
536540,CUS0038,Monitor,2,68.84
536170,CUS0045,Laptop,3,144.55
536654,CUS0081,Monitor,2,46.8
536849,CUS0071,Headset,2,81.82
536819,CUS0012,Keyboard,1,46.78
536810,CUS0028,Laptop,3,76.96
C536706,CUS0081,Headset,1,54.17
536733,CUS0072,Mouse,3,41.81
536095,CUS0086,Mouse,3,39.81
536563,CUS0038,Headset,1,64.13
536240,CUS0069,Laptop,2,86.91
536742,CUS0035,Headset,2,29.24
536574,CUS0089,Laptop,2,129.97
536690,CUS0022,Laptop,2,124.47
536460,CUS0090,Headset,1,25.51
536553,CUS0037,Laptop,1,21.38
536838,CUS0091,Laptop,2,140.86
536206,CUS0099,Monitor,3,87.99
536392,CUS0049,Mouse,1,76.89
536397,CUS0099,Keyboard,1,145.7
536766,CUS0066,Keyboard,1,143.79
536811,CUS0075,Keyboard,1,108.06
536217,CUS0022,Headset,3,128.83
536004,CUS0010,Keyboard,1,123.64
536768,CUS0047,Headset,2,98.7
536642,CUS0096,Headset,3,111.65
C536713,CUS0062,Laptop,2,16.48
536612,CUS0005,Keyboard,2,120.0
536738,CUS0025,Keyboard,3,135.3
536546,CUS0060,Keyboard,3,111.79
536725,CUS0041,Laptop,3,82.07
536683,CUS0016,Headset,1,94.67
536098,CUS0078,Keyboard,1,30.07
536804,CUS0065,Monitor,1,16.72
536727,CUS0029,Monitor,2,81.04
536573,CUS0016,Mouse,2,104.41
536406,CUS0100,Laptop,1,143.97
536502,CUS0025,Mouse,3,74.87
536047,CUS0082,Laptop,3,74.75
536032,CUS0052,Keyboard,3,130.35
536779,CUS0030,Monitor,2,111.87
536200,CUS0076,Monitor,1,43.52
536134,CUS0084,Headset,3,81.21
536027,CUS0083,Headset,1,51.55
C536625,CUS0054,Headset,1,64.11
536230,CUS0019,Headset,2,139.16
536489,CUS0074,Keyboard,1,112.42
536772,CUS0096,Monitor,1,61.01
536378,CUS0093,Monitor,3,96.5
536288,CUS0023,Monitor,1,14.02
536418,CUS0084,Mouse,2,30.19
536674,CUS0071,Mouse,1,105.75
536391,CUS0066,Keyboard,2,148.15
536592,CUS0031,Laptop,1,106.9
536498,CUS0045,Laptop,2,30.92
536138,CUS0067,Headset,1,114.79
536062,CUS0100,Keyboard,1,56.2
536471,CUS0073,Laptop,2,81.44
536647,CUS0048,Laptop,2,101.62
536128,CUS0041,Keyboard,2,10.07
C536405,CUS0100,Laptop,2,63.73
536520,CUS0046,Mouse,3,63.25
536064,CUS0034,Mouse,1,135.98
536812,CUS0068,Headset,1,31.01
536014,CUS0014,Mouse,1,11.6
536156,CUS0050,Mouse,2,13.08
536040,CUS0026,Keyboard,1,72.32
536492,CUS0005,Keyboard,2,44.06
536379,CUS0066,Monitor,1,128.61
536187,CUS0014,Headset,3,134.16
536763,CUS0049,Monitor,2,85.77
536216,CUS0021,Laptop,3,139.04
536791,CUS0061,Keyboard,3,52.39
536052,CUS0093,Monitor,3,62.56
536337,CUS0043,Headset,2,47.51
536748,CUS0023,Monitor,2,26.61
536719,CUS0042,Laptop,2,81.66
536724,CUS0035,Mouse,1,123.59
536295,CUS0036,Monitor,3,79.53
536701,CUS0083,Laptop,3,92.74
536251,CUS0084,Headset,1,36.98
536726,CUS0003,Monitor,3,129.26
536461,CUS0008,Headset,3,92.99
536455,CUS0054,Mouse,1,132.45
540002,CUS0001,Monitor,3,350.25
536815,CUS0026,Keyboard,2,118.4
536269,CUS0077,Mouse,2,98.64
536201,CUS0083,Mouse,1,54.39
536161,CUS0003,Headset,2,134.02
536555,CUS0088,Headset,1,53.15
536729,CUS0006,Mouse,2,29.54
536401,CUS0086,Headset,3,104.65
536702,CUS0083,Mouse,1,74.95
536476,CUS0076,Mouse,2,124.91
536821,CUS0040,Keyboard,2,22.19
536771,CUS0002,Headset,3,123.65
536105,CUS0052,Monitor,3,20.22
536565,CUS0047,Keyboard,3,20.46
536389,CUS0096,Laptop,3,42.11
536001,CUS0053,Keyboard,2,103.9
C536232,CUS0075,Headset,1,43.42
C536395,CUS0078,Laptop,2,60.98
536561,CUS0031,Monitor,2,67.03
536080,CUS0089,Mouse,1,88.29
536205,CUS0059,Mouse,3,94.65
536034,CUS0034,Headset,1,32.5
536775,CUS0076,Mouse,2,127.87
536508,CUS0028,Laptop,2,30.85
536427,CUS0031,Mouse,3,30.39
536454,CUS0044,Laptop,3,37.75
536366,CUS0009,Mouse,2,105.47
536091,CUS0057,Keyboard,3,112.82
536339,CUS0059,Monitor,3,82.08
536564,CUS0075,Laptop,3,62.36
536345,CUS0097,Monitor,1,143.96
536776,CUS0018,Mouse,3,35.54
536241,CUS0068,Keyboard,1,109.17
536013,CUS0092,Monitor,2,117.68
536315,CUS0090,Mouse,1,136.12
536600,CUS0027,Laptop,1,35.93
536387,CUS0041,Headset,2,130.58
536273,CUS0062,Keyboard,3,94.7
536166,CUS0036,Monitor,1,50.09
536840,CUS0098,Laptop,1,114.8
C536874,CUS0060,Keyboard,1,41.59
536646,CUS0015,Mouse,1,119.0
536818,CUS0007,Laptop,3,107.83
536484,CUS0046,Keyboard,2,44.9
C536775,CUS0017,Mouse,1,17.46
536504,CUS0046,Keyboard,2,133.97
536831,CUS0079,Mouse,3,45.53
536243,CUS0037,Mouse,2,81.67
536566,CUS0028,Keyboard,3,128.61
C536321,CUS0043,Keyboard,1,45.53
536562,CUS0056,Monitor,1,53.13
536686,CUS0020,Keyboard,3,38.91
536189,CUS0030,Mouse,1,23.92
536782,CUS0022,Mouse,1,23.98
536699,CUS0031,Monitor,1,103.17
536475,CUS0007,Mouse,1,117.93
536681,CUS0056,Monitor,1,108.23
536510,CUS0006,Keyboard,3,132.16
536058,CUS0020,Headset,3,45.12
536474,CUS0096,Headset,3,21.79
536560,CUS0093,Headset,1,76.05
C536268,CUS0004,Laptop,1,23.2
536747,CUS0017,Keyboard,3,147.56
536252,CUS0062,Keyboard,3,68.34
536021,CUS0020,Headset,3,48.75
536313,CUS0083,Mouse,1,100.25
536459,CUS0059,Mouse,3,28.54
536160,CUS0052,Headset,3,28.91
536276,CUS0057,Keyboard,1,71.36
536191,CUS0097,Keyboard,1,127.68
536385,CUS0093,Monitor,3,37.12
536805,CUS0032,Monitor,2,11.68
536413,CUS0043,Mouse,2,11.0
536491,CUS0002,Mouse,3,118.98
536343,CUS0045,Mouse,3,134.83
536769,CUS0085,Mouse,3,121.87
536308,CUS0075,Headset,1,94.93
536661,CUS0047,Monitor,3,51.44
536130,CUS0068,Headset,2,104.08
536663,CUS0020,Mouse,2,85.32
C536003,CUS0018,Laptop,1,79.54
536099,CUS0086,Mouse,3,122.72
536372,CUS0087,Headset,3,59.44
536087,CUS0051,Laptop,2,142.94
536458,CUS0064,Mouse,1,52.0
536330,CUS0080,Keyboard,2,47.97
536214,CUS0044,Mouse,2,140.21
536466,CUS0095,Mouse,2,69.31
536121,CUS0083,Monitor,2,47.99
536614,CUS0001,Monitor,3,148.49
536020,CUS0023,Laptop,3,64.29
536700,CUS0024,Monitor,1,20.46
536071,CUS0073,Monitor,1,21.52
536106,CUS0099,Laptop,2,107.95
536270,CUS0092,Headset,1,65.74
C536467,CUS0002,Monitor,1,33.9
536435,CUS0051,Laptop,1,15.22
536102,CUS0051,Keyboard,2,73.58
