,Guild_Contribution,Character_Level,Weekly_Playtime,Chat_Activity,Days_Inactive,Guild_Rank,PVP_Score,Quest_Completed,Item_Level,User_Level
461,271.97,53,11.74,97,13,3,464.83,471,446.01,1
462,274.26,73,70.0,250,13,5,276.18,370,500.0,1
463,683.33,38,30.2,244,0,1,475.44,680,186.94,1
464,880.4,97,48.08,299,0,7,679.29,469,352.85,2
465,402.89,60,20.4,0,16,1,632.6,182,205.9,0
466,345.5,36,7.45,27,9,0,94.11,539,161.99,0
467,495.72,72,20.95,188,8,2,322.47,548,352.94,1
468,214.02,47,3.38,180,19,3,580.68,20,226.88,0
469,771.4,52,59.14,162,7,6,563.42,734,320.08,2
470,409.23,67,38.16,0,20,0,152.46,483,100.0,0
471,987.68,85,70.0,140,0,7,367.04,548,304.48,2
472,446.31,82,17.1,0,11,2,326.21,423,195.33,0
473,552.58,95,70.0,265,3,6,951.94,612,500.0,1
474,216.58,89,33.12,244,6,2,289.16,299,382.79,1
475,553.84,79,53.14,254,0,0,707.65,740,500.0,2
476,286.63,65,17.62,62,1,0,92.1,41,342.95,0
477,478.39,19,16.11,368,2,0,396.14,507,100.0,1
478,753.05,64,45.44,14,7,10,433.08,517,266.38,2
479,987.68,36,66.4,286,4,3,354.05,216,500.0,1
480,341.58,70,70.0,59,11,7,402.48,582,133.17,1
481,549.13,68,41.66,129,0,6,388.46,565,218.36,1
482,488.26,46,60.56,144,6,4,284.67,31,363.45,1
483,565.13,62,38.23,118,0,3,401.3,402,439.81,1
484,511.02,81,31.99,254,8,9,415.78,436,228.3,1
485,232.24,56,40.2,189,2,3,273.57,570,409.11,1
486,108.34,73,24.04,18,24,0,185.8,141,215.99,0
487,206.89,19,7.54,146,13,0,83.5,37,255.12,0
488,410.47,58,25.11,282,7,3,644.78,637,500.0,2
489,527.26,49,39.18,306,8,0,285.85,409,348.23,1
490,362.72,70,28.92,186,0,0,252.7,85,143.27,1
491,516.13,61,37.05,221,6,6,361.28,238,424.66,1
492,539.58,1,21.82,131,0,0,361.65,572,339.14,0
493,235.19,44,17.37,63,8,1,552.16,328,233.11,0
494,265.68,10,32.71,155,14,5,482.05,600,152.75,1
495,469.14,61,9.19,0,30,2,387.15,592,299.67,0
496,409.56,86,40.28,174,2,1,68.19,445,177.92,1
497,368.27,35,10.93,112,20,1,212.96,297,208.55,0
498,710.08,105,70.0,83,1,8,545.48,409,139.33,2
499,858.02,114,28.42,356,9,6,999.0,283,442.16,2
500,85.0,26,43.09,23,16,4,361.33,217,347.34,1
501,680.12,92,33.04,222,0,5,123.65,395,189.88,1
502,163.29,8,35.2,134,9,2,225.38,325,168.8,0
503,540.11,95,23.92,209,5,0,572.15,426,500.0,1
504,213.92,29,25.36,211,8,4,384.52,344,426.79,1
505,112.96,25,14.15,38,17,0,391.29,230,147.34,0
506,403.54,80,15.75,265,8,0,864.64,32,249.08,1
507,518.59,23,40.73,34,13,3,177.79,417,210.6,1
508,339.32,21,57.67,137,0,5,442.02,541,366.28,1
509,930.62,113,33.43,304,0,5,632.55,219,262.9,1
510,335.64,88,24.23,125,6,7,677.94,256,465.71,1
511,89.32,30,3.88,0,4,4,102.4,294,162.94,0
512,268.64,73,34.65,32,14,6,496.17,271,246.65,1
513,271.72,27,70.0,19,4,7,443.89,610,100.0,1
514,387.94,62,28.4,68,16,0,465.75,122,226.16,0
515,101.95,36,18.8,129,15,4,221.97,467,293.87,0
516,244.33,9,62.05,77,10,1,305.33,0,185.99,0
517,375.57,66,16.9,115,2,7,572.09,581,368.99,1
518,521.6,120,39.63,138,2,8,437.73,404,492.76,2
519,413.43,9,47.84,126,5,0,368.39,307,132.33,0
520,940.53,33,28.87,254,0,3,323.81,425,500.0,1
521,535.91,37,13.82,32,15,7,574.03,129,134.65,0
522,952.95,77,7.05,251,9,3,999.0,482,500.0,2
523,336.58,65,29.38,187,16,5,188.59,459,253.48,1
524,802.92,45,44.75,62,5,3,461.39,441,268.65,1
525,476.78,62,36.48,177,3,0,849.38,417,116.85,1
526,414.3,26,31.93,125,3,7,435.75,150,125.28,0
527,101.39,45,12.13,189,17,0,193.25,243,241.21,0
528,350.94,17,19.06,146,25,4,230.77,308,223.05,0
529,289.34,29,18.92,212,20,6,133.43,299,370.2,1
530,381.96,34,42.46,349,5,1,383.85,176,439.57,1
531,359.44,72,52.93,244,0,2,999.0,684,477.17,2
532,899.03,78,53.28,333,6,2,484.53,728,410.56,2
533,412.35,64,28.41,30,0,5,332.23,509,436.17,1
534,987.68,46,36.43,134,2,4,474.17,233,307.21,1
535,168.5,43,70.0,82,11,2,724.73,391,500.0,1
536,480.76,66,44.87,195,11,6,464.27,183,156.0,1
537,355.02,24,37.13,90,12,3,355.96,244,189.08,0
538,957.04,67,18.21,183,2,6,387.42,246,191.34,1
539,393.26,1,8.22,161,7,3,647.32,292,168.01,0
540,987.68,120,52.47,336,5,7,882.19,800,500.0,2
541,547.05,83,70.0,323,3,2,794.31,428,354.63,1
542,479.17,46,64.27,30,3,2,87.43,213,202.23,0
543,406.1,22,10.43,71,1,0,247.11,233,500.0,1
544,375.52,116,28.24,77,24,6,606.36,793,394.56,1
545,85.05,1,13.38,69,15,3,195.04,196,184.55,0
546,358.89,55,58.55,148,16,1,132.57,301,207.38,0
547,365.5,81,34.7,142,13,1,392.36,375,375.09,1
548,553.26,62,17.26,261,3,1,119.95,64,396.17,1
549,715.12,68,48.44,25,15,4,281.55,431,229.9,1
550,219.91,57,36.63,296,0,6,809.0,543,500.0,1
551,341.07,62,70.0,192,9,4,533.48,434,293.84,1
552,431.97,99,25.81,233,6,3,736.89,419,208.89,1
553,842.98,71,24.7,147,17,10,318.18,394,398.52,1
554,249.51,58,26.52,242,0,0,386.15,328,500.0,1
555,586.91,11,18.1,72,7,3,156.8,413,338.47,0
556,148.21,49,9.45,144,19,4,228.37,142,250.54,0
557,326.4,22,24.89,94,1,0,170.55,405,333.67,0
558,206.97,69,26.87,43,13,7,246.66,391,500.0,1
559,832.91,77,24.4,241,0,3,275.95,409,278.42,1
560,460.52,23,41.7,11,16,0,923.78,476,160.54,1
561,448.83,56,11.01,12,25,2,483.97,412,294.78,0
562,250.68,5,48.42,56,10,6,108.05,149,330.31,0
563,450.98,50,20.01,0,21,0,265.19,282,215.98,0
564,455.15,9,4.26,50,0,2,200.88,166,100.0,0
565,143.11,43,54.83,179,10,4,242.41,314,402.93,1
566,90.33,52,11.85,58,12,3,403.1,219,187.63,0
567,91.01,1,12.99,82,10,3,84.64,194,148.76,0
568,391.5,31,36.07,118,2,2,702.99,520,258.29,1
569,107.22,37,59.2,163,14,4,327.2,402,122.91,0
570,288.24,64,44.44,83,0,5,361.5,221,417.56,1
571,302.38,90,23.06,108,14,2,560.7,420,500.0,1
572,177.55,46,63.02,12,0,4,183.0,300,116.55,0
573,118.83,75,47.93,241,12,7,74.22,316,416.99,1
574,383.31,26,53.63,26,8,2,606.25,763,340.59,1
575,220.98,61,22.01,192,3,2,468.48,460,471.46,1
576,103.08,54,7.12,212,0,1,169.22,425,459.37,0
577,313.99,41,28.27,178,0,6,366.11,540,298.39,1
578,381.91,111,44.97,69,8,3,266.23,460,442.18,1
579,380.77,69,5.31,38,17,6,344.55,222,331.18,0
580,450.1,19,70.0,247,7,2,183.65,306,100.0,1
581,795.89,76,70.0,215,0,9,538.38,524,500.0,2
582,803.71,108,26.01,16,11,3,216.76,405,271.41,1
583,646.59,1,26.08,153,11,4,67.13,0,100.0,0
584,393.98,48,26.37,30,9,1,752.14,556,352.33,1
585,405.45,85,62.26,17,17,3,503.46,423,318.26,0
586,144.69,59,4.62,158,13,0,54.86,27,190.31,0
587,628.57,34,5.98,66,13,5,198.63,344,437.97,0
588,293.45,64,39.7,125,2,0,62.17,0,358.2,0
589,135.31,63,8.21,183,23,3,564.52,109,266.72,0
590,126.52,37,70.0,35,7,0,137.41,55,182.92,0
591,370.33,80,49.17,112,8,2,330.73,272,100.0,1
592,121.95,70,5.56,96,16,6,180.78,0,351.33,0
593,209.57,57,37.38,259,6,0,122.88,283,193.53,0
594,201.06,69,47.7,315,6,3,686.16,304,338.97,1
595,341.02,60,55.1,91,13,2,639.78,322,406.31,1
596,468.89,73,34.32,81,9,5,825.55,182,500.0,1
597,317.45,26,21.84,213,4,1,205.77,154,298.05,0
598,243.25,1,12.6,194,10,0,406.85,439,120.0,0
599,166.06,84,22.16,157,10,1,207.51,369,429.51,0
600,368.64,1,11.46,153,7,2,155.44,258,149.93,0
601,204.19,24,26.87,119,6,1,560.02,165,170.8,0
602,140.98,1,15.58,200,4,6,327.74,319,100.0,0
603,269.49,14,2.26,3,9,2,440.05,342,390.05,0
604,92.79,40,10.37,142,24,2,114.42,211,143.55,0
605,325.42,56,14.18,201,3,4,416.51,350,325.65,1
606,427.53,10,59.21,57,28,5,75.81,319,268.95,0
607,105.27,24,29.32,69,19,0,183.03,115,286.17,0
608,534.59,75,69.53,26,7,4,564.21,275,309.27,1
609,842.25,20,33.31,16,5,0,475.53,518,404.57,1
610,316.42,33,4.62,145,16,8,18.14,231,308.81,0
611,175.07,40,61.99,93,6,3,348.1,673,242.92,1
612,987.68,82,20.28,323,4,4,401.46,217,172.91,1
613,407.03,1,26.94,132,10,0,357.91,158,157.62,0
614,282.46,49,32.1,153,3,5,409.17,408,348.85,1
615,437.21,25,16.88,70,24,2,433.55,543,335.2,1
616,612.67,30,24.38,295,0,3,199.18,248,181.01,0
617,282.77,54,31.52,223,18,3,498.85,15,311.05,0
618,101.09,119,70.0,112,10,4,193.46,473,500.0,1
619,225.27,53,29.12,226,4,1,803.77,499,313.23,1
620,348.11,2,20.33,91,18,0,88.86,246,383.72,0
621,333.66,22,53.88,67,18,2,67.27,37,283.61,0
622,226.18,87,42.62,183,14,0,503.18,211,156.23,0
623,430.15,25,62.11,234,14,4,222.91,325,291.72,1
624,124.83,68,22.38,219,3,5,304.23,533,234.91,1
625,322.86,20,14.72,0,3,0,257.58,1,137.79,0
626,694.13,36,43.8,175,0,0,412.05,187,248.01,1
627,561.19,81,43.49,148,0,3,822.33,523,269.88,1
628,493.44,2,27.69,0,11,0,330.26,141,129.9,0
629,510.02,45,12.62,73,27,0,147.27,374,276.96,0
630,407.45,67,25.68,102,10,5,602.01,496,230.66,1
631,231.06,64,45.06,147,9,5,664.88,69,149.02,1
632,520.69,90,70.0,195,0,6,543.85,341,280.59,1
633,462.7,70,53.6,101,15,5,529.29,96,212.53,1
634,164.72,32,19.48,160,16,0,299.31,211,102.39,0
635,96.29,74,26.48,198,30,4,181.37,318,157.72,0
636,88.13,64,8.9,194,0,0,684.9,257,307.43,1
637,108.31,34,17.87,63,4,0,117.18,349,272.09,0
638,78.8,60,25.66,228,11,0,115.23,461,289.54,0
639,93.27,26,30.43,210,20,2,60.14,36,263.79,0
640,37.76,13,12.36,43,15,2,130.81,11,184.29,0
641,276.57,53,41.69,0,15,0,210.64,24,100.0,0
642,169.75,24,22.01,161,11,0,288.72,405,177.41,0
643,780.63,71,38.46,75,11,0,204.52,0,401.55,0
644,551.19,51,5.77,128,9,0,106.04,43,370.91,0
645,294.66,32,29.43,228,3,3,263.57,186,500.0,1
646,404.26,82,21.97,91,0,5,477.4,311,129.96,1
647,333.79,78,43.83,41,11,3,374.56,541,257.78,1
648,479.96,58,24.89,127,19,7,502.24,328,190.18,1
649,526.33,58,39.81,245,4,3,494.51,432,305.42,1
650,566.77,55,23.98,176,8,0,208.01,12,237.02,0
651,419.45,68,23.19,115,2,6,575.18,410,389.93,1
652,524.88,44,70.0,149,6,1,294.58,595,257.88,1
653,682.4,52,45.34,47,20,2,298.29,341,500.0,1
654,142.41,3,27.93,92,3,4,128.42,298,158.31,0
655,125.3,44,34.2,6,6,7,266.91,235,115.25,0
656,691.57,59,8.12,21,7,5,96.32,0,100.0,0
657,135.4,18,34.04,94,2,3,39.34,129,139.25,0
658,277.71,53,37.72,223,5,4,591.03,429,336.55,1
659,183.08,93,37.17,18,21,3,478.41,317,259.42,1
660,55.06,33,18.64,230,3,5,146.73,193,108.13,0
661,410.4,66,45.23,323,1,7,686.9,456,330.29,2
662,501.77,92,21.49,35,0,0,370.8,501,274.96,1
663,244.13,58,7.99,257,19,3,238.83,219,207.95,0
664,222.85,16,40.73,25,1,3,289.81,142,156.97,0
665,566.78,44,5.46,41,11,0,311.72,96,383.29,0
666,166.29,32,21.69,116,18,2,65.76,57,198.91,0
667,364.03,59,9.47,184,12,2,187.97,339,156.03,0
668,225.0,45,7.79,0,16,3,287.32,229,495.99,0
669,99.72,20,13.07,67,20,3,335.18,170,100.0,0
670,110.41,29,65.32,67,22,4,45.59,363,213.62,0
671,925.0,97,20.7,332,4,7,616.1,703,365.49,1
672,342.41,50,47.02,120,19,0,363.19,94,117.6,0
673,224.01,37,12.25,276,20,5,959.2,399,173.65,1
674,158.71,31,21.09,87,2,0,153.09,234,287.71,0
675,442.66,113,51.87,325,0,6,421.02,302,359.35,2
676,422.61,2,11.05,173,6,0,185.25,198,375.96,0
677,299.2,46,30.58,0,5,1,250.04,370,251.31,0
678,594.2,89,32.61,138,0,8,449.05,446,281.52,2
679,545.17,22,19.86,198,0,0,766.77,299,294.6,1
680,421.66,38,70.0,69,0,1,281.45,297,211.99,1
681,299.71,3,31.78,42,20,2,188.54,0,310.07,0
682,636.05,39,7.67,121,5,3,437.92,96,448.43,0
683,756.91,83,66.47,81,0,3,195.37,448,252.14,1
684,323.23,21,18.78,101,11,2,779.96,462,281.66,1
685,344.06,108,51.62,253,7,8,522.81,245,500.0,1
686,335.24,79,44.85,240,3,0,432.98,646,322.76,1
687,381.02,12,33.88,108,12,0,115.59,387,343.38,0
688,157.5,92,51.39,31,5,0,0.0,400,217.95,1
689,293.17,53,13.38,86,10,4,23.49,270,258.47,0
690,139.74,28,18.41,110,16,1,280.2,261,159.62,0
691,228.8,63,35.03,154,23,2,270.22,253,348.73,0
692,314.7,87,34.33,5,20,0,389.61,284,181.96,1
693,252.26,55,34.06,161,13,0,181.47,206,247.56,0
694,261.99,12,11.58,43,15,1,323.15,419,100.0,0
695,987.68,82,32.12,191,14,3,477.65,228,344.57,1
696,150.83,36,50.07,111,25,4,495.8,219,295.14,0
697,491.98,61,69.48,179,8,6,999.0,470,458.38,1
698,478.36,68,10.08,254,3,0,256.5,92,414.49,0
699,171.61,50,43.33,224,3,0,407.33,419,340.39,1
700,374.7,74,39.35,293,4,1,704.44,284,304.57,1
701,290.52,24,22.57,324,23,0,167.55,232,100.0,0
702,422.65,11,36.8,81,11,3,337.54,0,263.68,0
703,433.29,51,14.14,10,22,3,69.9,135,100.0,0
704,718.83,1,19.78,112,30,2,436.02,160,178.6,0
705,987.68,95,48.61,215,2,5,375.44,472,397.49,2
706,531.79,24,15.45,86,18,2,473.85,180,127.34,0
707,637.83,24,20.59,188,13,4,419.14,354,260.03,1
708,480.41,72,32.15,20,5,3,186.66,118,285.38,0
709,572.92,73,30.49,61,11,2,625.77,355,220.85,1
710,167.99,76,37.51,268,0,1,273.0,611,216.79,1
711,618.63,27,24.06,46,21,6,223.35,585,228.17,1
712,738.48,117,27.48,179,15,0,578.11,539,413.23,1
713,446.37,4,3.12,62,28,4,316.33,277,282.09,0
714,274.12,26,33.28,57,14,3,107.65,146,249.72,0
715,144.62,56,23.61,152,7,4,293.95,590,500.0,1
716,863.88,82,28.53,301,0,3,419.98,754,500.0,1
717,741.04,113,35.68,277,1,10,999.0,557,298.87,2
718,372.82,15,11.29,84,20,0,78.73,322,259.14,0
719,422.22,82,59.65,132,8,5,493.83,172,300.12,1
720,657.33,68,15.8,23,0,7,661.7,465,174.64,1
721,91.89,1,41.97,205,22,2,330.86,382,100.0,0
722,81.91,28,2.47,60,16,4,127.17,259,350.78,0
723,592.5,98,43.4,110,10,2,747.04,500,256.72,1
724,139.97,58,44.64,182,0,6,644.56,374,244.09,1
725,306.02,66,40.09,143,18,8,443.39,601,343.39,1
726,138.35,26,18.19,58,18,0,188.23,253,209.33,0
727,354.61,63,48.69,173,13,4,284.21,424,455.69,1
728,119.8,41,40.98,128,15,1,418.41,274,108.4,0
729,515.15,55,13.54,133,9,0,235.13,24,321.07,0
730,111.76,73,45.96,135,0,1,214.2,7,159.54,0
731,398.89,69,13.21,138,11,3,178.19,376,100.0,1
732,350.27,12,45.6,198,0,7,421.48,153,500.0,1
733,333.97,15,37.88,143,21,9,303.22,330,289.41,1
734,399.54,46,34.81,183,8,2,204.52,347,226.2,0
735,445.81,24,49.06,208,1,0,308.56,439,391.33,1
736,414.05,38,21.86,89,15,7,104.79,210,100.0,0
737,594.0,97,35.22,335,11,1,432.22,643,215.7,1
738,193.27,67,4.29,15,3,0,96.08,376,245.79,0
739,237.51,49,21.41,135,7,4,152.27,407,119.48,0
740,77.11,47,54.57,121,0,2,407.34,316,424.41,1
741,227.76,1,44.47,198,15,1,139.71,362,121.63,0
742,705.22,70,9.57,77,14,2,405.19,249,156.92,1
743,350.84,101,43.45,41,0,9,460.9,412,397.15,1
744,146.61,57,17.37,95,8,0,145.86,553,186.41,0
745,402.95,82,45.84,176,8,0,860.84,605,330.34,1
746,322.56,35,70.0,4,2,1,287.2,614,100.0,0
747,54.69,51,48.44,257,8,1,443.94,113,417.89,1
748,888.2,38,70.0,235,9,4,717.04,344,500.0,1
749,444.28,85,57.07,114,9,1,517.09,534,155.68,1
750,183.08,14,0.0,97,20,7,379.23,357,254.36,0
751,191.74,88,20.74,22,12,1,241.95,306,152.61,1
752,909.75,69,22.01,212,9,2,297.15,510,208.83,1
753,134.13,36,59.09,59,29,3,226.61,268,100.0,0
754,249.85,1,3.85,67,24,0,112.02,311,310.15,0
755,576.52,58,32.38,130,1,5,704.89,424,309.93,1
756,518.1,45,36.55,181,0,7,592.06,167,334.78,1
757,440.49,34,70.0,24,22,2,760.31,638,242.35,1
758,219.87,34,30.02,7,7,3,275.14,343,485.67,1
759,532.6,68,41.02,227,15,1,766.22,697,263.7,1
760,135.25,74,21.31,47,0,0,158.73,134,320.6,0
761,254.22,1,4.59,179,18,0,707.39,414,189.86,0
762,31.87,52,36.33,162,14,1,25.1,304,229.7,0
763,440.22,62,30.88,218,11,0,401.53,468,398.04,1
764,124.27,19,22.92,66,21,0,148.97,66,156.23,0
765,296.08,62,32.63,183,5,8,443.14,342,338.47,1
766,814.8,106,28.19,22,13,5,324.81,482,269.5,1
767,497.7,36,17.58,324,3,0,541.72,195,301.59,1
768,397.99,13,6.75,249,13,0,69.19,415,250.43,0
769,370.47,59,37.52,298,13,1,502.53,411,273.35,1
770,676.77,13,20.29,133,15,3,464.24,438,376.58,0
771,243.87,93,70.0,107,4,4,333.63,557,482.38,1
772,230.03,47,62.54,7,24,2,347.55,194,148.22,0
773,333.73,66,44.59,93,20,0,189.26,360,100.0,0
774,351.22,60,11.77,109,1,2,314.39,555,357.22,1
775,395.36,82,39.95,27,9,1,37.13,205,109.09,0
776,670.46,17,56.52,119,19,4,362.79,537,100.0,0
777,401.23,88,70.0,77,10,3,595.05,346,247.71,1
778,227.97,85,39.93,146,4,7,144.86,493,482.95,1
779,294.13,52,7.78,250,10,0,852.09,763,500.0,1
780,499.52,70,19.73,81,0,2,223.07,161,275.41,1
781,379.59,77,45.79,199,14,5,488.37,220,225.15,1
782,239.35,17,4.83,130,2,2,153.61,215,500.0,0
783,79.36,32,13.53,124,7,0,454.75,319,100.0,0
784,88.99,6,27.42,211,16,5,38.66,0,149.61,0
785,281.87,81,47.16,151,11,1,574.85,665,144.65,1
786,554.91,60,45.48,105,2,6,466.22,173,190.1,1
787,126.97,41,6.25,63,15,3,136.89,194,167.63,0
788,243.39,97,43.78,149,12,0,325.87,547,310.94,1
789,362.81,58,33.08,346,1,4,555.47,313,238.54,1
790,528.61,9,10.75,204,1,2,298.37,422,145.15,0
791,415.83,71,45.06,105,12,5,440.55,191,116.38,1
792,554.02,49,15.89,78,5,6,151.63,507,347.37,1
793,216.48,56,27.52,105,3,5,830.97,625,363.03,1
794,184.15,8,12.59,46,30,0,392.58,383,316.51,0
795,553.71,67,33.23,331,12,3,226.22,361,204.53,1
796,405.35,63,26.69,209,8,5,343.39,492,293.31,1
797,761.35,36,70.0,285,6,1,713.55,651,440.4,1
798,562.53,71,70.0,174,25,4,865.49,388,500.0,1
799,634.99,58,42.78,130,0,5,502.78,502,220.16,1
800,328.97,33,37.71,95,10,0,195.28,598,399.4,1
801,407.4,54,24.35,251,19,0,156.7,341,165.3,0
802,636.02,64,19.89,67,4,3,529.04,647,389.39,1
803,119.49,43,36.46,263,0,3,536.95,515,115.76,1
804,286.76,16,26.88,95,0,3,562.89,413,296.78,0
805,709.79,74,56.31,197,0,2,338.64,350,353.39,1
806,313.23,59,69.67,249,12,6,231.0,496,373.53,1
807,479.91,43,70.0,16,12,4,679.37,419,376.01,1
808,898.34,101,16.22,264,0,8,366.08,482,335.2,1
809,138.58,62,26.61,36,2,1,160.77,531,211.76,0
810,987.68,108,24.75,143,3,3,554.54,800,169.14,2
811,425.73,56,36.6,183,0,4,836.54,598,312.24,1
812,325.1,32,16.16,55,9,0,180.8,271,100.0,0
813,515.19,76,27.99,200,10,5,567.85,405,303.94,1
814,167.06,69,8.69,150,4,0,340.87,292,500.0,1
815,441.05,40,32.82,10,16,5,601.64,448,312.63,1
816,818.37,67,17.61,107,16,5,240.32,290,192.81,1
817,296.83,69,31.02,0,5,0,104.37,109,193.19,0
818,103.92,1,66.97,65,4,0,206.09,485,223.61,0
819,315.26,14,10.12,13,1,0,211.13,313,283.32,0
820,722.34,52,33.22,242,4,6,661.52,351,337.15,1
821,496.43,25,6.62,0,16,0,36.6,172,205.55,0
822,181.14,20,14.87,88,16,4,292.68,126,258.13,0
823,173.55,36,12.19,77,8,3,765.59,393,100.0,0
824,445.92,88,22.32,188,10,3,361.47,184,275.03,1
825,106.95,64,32.12,206,6,0,787.39,385,471.0,1
826,370.39,50,15.04,93,11,3,355.9,274,155.44,0
827,405.8,12,34.39,198,10,0,325.32,196,193.44,0
828,224.61,97,48.58,265,14,5,879.04,463,100.0,1
829,795.63,47,18.55,72,8,3,848.17,232,175.36,1
830,667.57,56,21.21,125,10,4,315.92,158,100.0,0
831,146.14,35,45.44,60,0,6,618.05,469,242.7,1
832,81.78,43,39.97,16,10,3,273.17,267,236.06,0
833,435.53,48,27.62,208,4,0,459.38,334,293.57,0
834,475.08,89,21.04,92,17,1,275.43,551,385.21,1
835,543.82,9,13.17,17,4,1,413.62,379,289.61,0
836,659.84,32,21.5,232,14,3,317.34,517,165.44,1
837,384.47,35,1.22,153,1,3,285.71,158,283.8,0
838,425.17,34,35.23,110,8,3,999.0,160,378.37,1
839,751.79,119,41.25,115,7,6,756.6,654,360.43,1
840,179.49,51,21.33,180,22,5,130.99,409,272.5,0
841,288.19,74,33.15,235,6,2,261.01,240,120.11,1
842,271.17,26,15.6,201,9,2,205.44,373,273.0,0
843,316.49,120,45.11,346,9,10,293.9,800,500.0,2
844,425.06,9,34.91,0,17,0,345.27,28,211.18,0
845,496.49,20,7.36,7,8,0,297.84,339,192.19,0
846,319.98,19,25.66,94,16,6,334.8,234,159.69,0
847,804.86,116,35.54,117,2,4,246.76,732,500.0,2
848,561.17,37,24.13,111,6,4,303.45,564,230.22,1
849,987.68,22,14.97,101,0,3,841.46,422,340.75,1
850,204.81,1,26.93,182,28,1,516.66,259,132.41,0
851,333.81,59,29.21,120,9,3,787.18,183,120.83,1
852,292.47,38,8.69,67,13,2,370.35,13,227.65,0
853,710.75,91,30.4,92,1,3,255.8,319,310.75,1
854,35.2,10,5.14,48,20,0,163.49,502,221.19,0
855,140.91,46,5.83,203,0,5,166.4,453,210.82,0
856,103.05,1,28.81,48,9,0,188.64,331,342.54,0
857,190.25,61,28.9,319,0,3,257.02,398,199.55,1
858,987.68,78,65.29,8,6,2,457.9,492,152.66,1
859,212.56,4,6.9,0,6,5,362.04,0,344.22,0
860,535.97,41,45.89,45,23,4,444.44,498,468.04,1
861,260.83,92,34.14,391,21,3,250.22,436,400.12,1
862,583.2,83,32.82,129,0,3,212.25,210,263.94,1
863,392.84,25,22.64,187,15,1,244.7,0,179.78,0
864,227.39,28,8.93,125,0,0,0.0,468,127.05,0
865,354.16,27,61.18,300,15,8,446.36,228,500.0,1
866,89.25,1,69.92,27,11,3,61.96,453,156.53,0
867,383.47,16,7.07,10,8,4,98.04,16,268.26,0
868,600.74,68,32.65,206,9,3,423.76,347,315.13,1
869,470.34,89,69.95,160,6,8,411.74,673,477.26,1
870,172.86,22,4.5,2,28,0,77.28,250,306.56,0
871,92.96,11,20.25,0,13,0,263.72,199,160.87,0
872,397.14,96,43.7,282,8,1,298.83,439,500.0,1
873,482.2,86,34.48,229,19,0,332.11,248,147.49,0
874,451.11,1,26.15,0,14,3,237.17,654,407.05,0
875,313.86,15,8.86,0,25,1,267.07,313,193.33,0
876,170.91,55,24.84,82,14,0,329.79,690,332.41,1
877,544.94,98,16.48,242,8,2,392.96,525,255.59,1
878,445.87,36,10.71,0,0,2,173.34,488,146.62,0
879,394.8,14,4.75,0,3,1,487.15,363,175.05,0
880,96.23,50,14.09,226,4,3,117.35,273,250.18,0
881,381.42,61,57.19,26,0,3,134.53,97,375.13,1
882,326.36,52,6.23,99,12,3,314.6,290,347.15,0
883,471.62,18,23.78,135,2,4,169.63,0,373.8,0
884,376.84,60,23.74,177,0,2,647.53,287,307.32,1
885,457.33,21,44.49,103,7,0,702.32,356,191.15,0
886,233.27,79,24.91,343,15,1,380.42,248,386.87,1
887,137.16,27,22.78,75,14,1,136.12,420,154.05,0
888,161.73,37,11.42,65,15,5,85.18,313,139.55,0
889,264.1,62,5.68,69,3,2,257.17,323,153.6,0
890,584.28,27,70.0,88,11,4,585.61,378,199.79,1
891,290.86,65,67.63,246,0,5,408.95,312,500.0,1
892,202.54,53,41.41,87,5,4,675.72,199,138.95,1
893,601.67,73,8.19,143,24,0,309.48,160,142.88,0
894,486.58,64,27.36,119,8,7,408.1,576,368.01,1
895,333.53,53,17.26,60,3,4,495.11,278,329.91,0
896,244.38,63,40.59,0,13,0,123.04,455,205.11,0
897,72.12,45,51.28,6,8,2,839.35,227,376.35,1
898,140.56,33,11.68,0,9,0,482.95,402,192.33,0
899,258.47,13,10.19,138,11,0,473.62,44,435.26,0
900,295.46,23,36.59,0,7,0,141.87,373,299.84,0
901,230.91,54,16.94,137,20,1,445.64,411,100.0,0
902,271.76,77,62.3,46,0,4,104.8,271,324.87,0
903,442.62,66,38.64,188,8,2,944.48,311,274.05,1
904,31.13,38,14.41,202,8,0,85.35,463,107.93,0
905,530.55,93,13.66,212,0,0,495.95,635,356.96,1
906,556.88,14,8.23,89,14,8,396.03,431,413.34,1
907,35.13,42,32.73,88,5,0,180.85,33,229.03,0
908,320.85,50,17.7,122,22,3,439.79,268,100.0,0
909,291.05,24,31.22,26,16,5,72.14,73,356.89,0
910,0.0,44,44.79,216,9,6,426.36,555,205.36,1
911,377.54,26,7.99,68,19,3,104.54,182,388.49,0
912,396.01,88,11.26,143,11,1,648.69,635,100.0,1
913,528.08,87,45.24,58,8,0,121.63,222,297.97,0
914,773.53,38,40.97,111,8,7,601.8,288,500.0,1
915,119.53,39,23.59,150,17,0,426.98,191,291.89,0
916,624.04,1,14.95,164,1,0,254.04,198,251.76,0
917,725.21,90,70.0,135,6,6,379.9,417,446.0,1
918,538.85,91,35.95,154,9,8,757.21,536,228.8,1
919,511.66,37,15.01,194,5,0,48.76,493,237.64,0
920,725.94,71,70.0,265,6,2,207.39,563,198.7,1
921,566.4,35,70.0,91,14,3,194.91,590,197.73,1
922,889.85,93,16.12,340,9,2,467.3,410,173.61,1
923,551.83,107,11.31,183,10,4,262.14,376,373.6,1
924,100.01,63,66.57,102,23,6,304.87,0,328.36,0
