major_topic,sub_topic,student_id,is_correct
Mathematics,Calculus,382,1
Computer Science,Databases,413,0
Computer Science,Databases,897,0
Physics,Quantum,1190,0
Physics,Quantum,1382,1
Computer Science,Operating Systems,1316,1
Computer Science,Operating Systems,1106,1
Computer Science,Databases,26,0
Mathematics,Calculus,917,0
Physics,Mechanics,171,1
Mathematics,Discrete Mathematics,1274,1
Mathematics,Discrete Mathematics,249,1
Physics,Electromagnetism,1091,1
Computer Science,Operating Systems,645,1
Computer Science,Databases,660,0
Physics,Quantum,362,1
Physics,Quantum,683,0
Mathematics,Calculus,822,0
Computer Science,Operating Systems,1417,1
Physics,Quantum,583,1
Physics,Electromagnetism,581,0
Computer Science,Operating Systems,931,1
Mathematics,Discrete Mathematics,1215,1
Computer Science,Operating Systems,497,1
Physics,Electromagnetism,599,1
Mathematics,Discrete Mathematics,1254,1
Computer Science,Databases,1121,1
Physics,Electromagnetism,68,0
Physics,Quantum,453,0
Physics,Electromagnetism,201,1
Mathematics,Calculus,808,1
Physics,Mechanics,1064,1
Mathematics,Discrete Mathematics,1324,1
Physics,Electromagnetism,1010,1
Physics,Electromagnetism,1027,1
Physics,Electromagnetism,56,1
Physics,Mechanics,509,1
Mathematics,Discrete Mathematics,872,1
Computer Science,Databases,1255,1
Computer Science,Operating Systems,784,0
Mathematics,Discrete Mathematics,69,0
Computer Science,Operating Systems,1097,1
Computer Science,Operating Systems,700,1
Physics,Mechanics,115,0
Physics,Quantum,633,1
Computer Science,Operating Systems,389,0
Computer Science,Operating Systems,206,1
Computer Science,Databases,77,0
Physics,Mechanics,1366,0
Physics,Mechanics,1369,0
Physics,Mechanics,807,1
Physics,Quantum,610,1
Mathematics,Calculus,1077,1
Mathematics,Discrete Mathematics,1355,0
Physics,Quantum,26,1
Mathematics,Discrete Mathematics,1148,1
Physics,Quantum,977,0
Mathematics,Discrete Mathematics,81,1
Physics,Quantum,429,0
Computer Science,Operating Systems,579,1
Mathematics,Discrete Mathematics,309,0
Computer Science,Databases,1101,1
Physics,Quantum,590,1
Computer Science,Operating Systems,1198,1
Computer Science,Databases,943,0
Mathematics,Calculus,253,1
Computer Science,Databases,1212,0
Physics,Electromagnetism,903,1
Physics,Electromagnetism,1067,0
Computer Science,Operating Systems,1452,1
Computer Science,Databases,1430,1
Physics,Mechanics,850,0
Physics,Electromagnetism,345,0
Physics,Electromagnetism,1359,1
Physics,Electromagnetism,522,1
Physics,Electromagnetism,630,0
Physics,Quantum,350,1
Mathematics,Calculus,247,0
Mathematics,Discrete Mathematics,759,1
Computer Science,Databases,1148,1
Mathematics,Calculus,539,1
Mathematics,Discrete Mathematics,1027,0
Physics,Electromagnetism,474,0
Mathematics,Discrete Mathematics,748,1
Physics,Quantum,522,1
Mathematics,Discrete Mathematics,475,1
Computer Science,Databases,332,1
Mathematics,Discrete Mathematics,130,1
Computer Science,Databases,817,0
Computer Science,Databases,89,0
Mathematics,Calculus,922,1
Mathematics,Calculus,1190,1
Computer Science,Databases,934,0
Physics,Electromagnetism,598,0
Mathematics,Calculus,41,1
Physics,Electromagnetism,1374,1
Physics,Mechanics,175,1
Mathematics,Calculus,312,1
Mathematics,Discrete Mathematics,519,0
Mathematics,Calculus,1302,0
Physics,Mechanics,112,1
Computer Science,Operating Systems,69,1
Physics,Quantum,172,1
Mathematics,Calculus,393,1
Physics,Quantum,63,1
Physics,Electromagnetism,574,0
Computer Science,Databases,138,1
Computer Science,Operating Systems,338,0
Mathematics,Discrete Mathematics,1078,1
Mathematics,Calculus,84,1
Physics,Electromagnetism,243,1
Computer Science,Operating Systems,90,1
Physics,Mechanics,1169,1
Physics,Mechanics,627,1
Physics,Quantum,799,1
Physics,Mechanics,1308,1
Computer Science,Operating Systems,363,1
Computer Science,Databases,311,0
Physics,Mechanics,167,1
Physics,Electromagnetism,1275,0
Physics,Mechanics,1056,1
Computer Science,Operating Systems,556,1
Computer Science,Databases,1282,1
Physics,Electromagnetism,701,0
Mathematics,Discrete Mathematics,784,0
Mathematics,Discrete Mathematics,1308,1
Physics,Quantum,402,1
Computer Science,Operating Systems,650,1
Computer Science,Operating Systems,300,1
Mathematics,Calculus,1392,0
Computer Science,Databases,401,0
Computer Science,Operating Systems,798,1
Computer Science,Databases,92,0
Mathematics,Calculus,835,1
Physics,Electromagnetism,1131,0
Physics,Quantum,349,0
Computer Science,Databases,112,0
Physics,Electromagnetism,51,1
Computer Science,Operating Systems,1152,0
Mathematics,Calculus,647,1
Mathematics,Calculus,960,1
Physics,Quantum,1182,0
Mathematics,Discrete Mathematics,416,0
Physics,Mechanics,632,0
Physics,Quantum,483,0
Physics,Mechanics,883,1
Mathematics,Discrete Mathematics,1241,1
Physics,Electromagnetism,1488,1
Physics,Mechanics,139,1
Physics,Quantum,797,1
Physics,Mechanics,1396,1
Physics,Quantum,44,1
Mathematics,Discrete Mathematics,1392,0
Mathematics,Calculus,146,0
Mathematics,Calculus,346,1
Physics,Electromagnetism,805,0
Computer Science,Databases,830,0
Computer Science,Databases,923,1
Mathematics,Discrete Mathematics,1100,1
Physics,Quantum,1011,0
Computer Science,Databases,933,1
Mathematics,Discrete Mathematics,1104,0
Computer Science,Operating Systems,881,0
Mathematics,Calculus,1093,1
Physics,Electromagnetism,1435,0
Physics,Mechanics,1087,1
Physics,Quantum,901,1
Physics,Quantum,1228,1
Physics,Quantum,1312,1
Physics,Quantum,411,1
Mathematics,Calculus,973,1
Mathematics,Discrete Mathematics,978,0
Computer Science,Databases,914,0
Physics,Electromagnetism,1465,1
Mathematics,Discrete Mathematics,764,1
Physics,Mechanics,533,1
Physics,Mechanics,1180,0
Physics,Quantum,579,1
Physics,Quantum,552,1
Physics,Electromagnetism,584,1
Physics,Quantum,198,1
Physics,Electromagnetism,1409,1
Physics,Quantum,1046,1
Physics,Quantum,715,0
Physics,Electromagnetism,889,1
Physics,Mechanics,570,1
Physics,Mechanics,1074,1
Mathematics,Discrete Mathematics,191,1
Computer Science,Operating Systems,1019,1
Physics,Mechanics,501,0
Computer Science,Operating Systems,1364,1
Mathematics,Calculus,988,1
Mathematics,Discrete Mathematics,894,1
Physics,Electromagnetism,1375,1
Physics,Mechanics,649,1
Computer Science,Databases,861,0
Mathematics,Calculus,579,1
Mathematics,Discrete Mathematics,1056,1
Physics,Mechanics,389,1
Computer Science,Operating Systems,1157,0
Computer Science,Databases,275,1
Physics,Mechanics,39,1
Computer Science,Databases,668,1
Mathematics,Calculus,584,0
Computer Science,Operating Systems,853,1
Computer Science,Databases,124,0
Physics,Electromagnetism,905,1
Computer Science,Databases,442,1
Computer Science,Operating Systems,461,1
Physics,Electromagnetism,604,1
Mathematics,Calculus,1084,1
Computer Science,Databases,1386,1
Computer Science,Databases,348,0
Mathematics,Discrete Mathematics,1205,1
Physics,Electromagnetism,4,1
Mathematics,Calculus,1305,1
Mathematics,Calculus,593,1
Mathematics,Discrete Mathematics,1125,1
Computer Science,Databases,487,1
Physics,Electromagnetism,409,1
Mathematics,Calculus,1463,0
Physics,Quantum,1042,0
Mathematics,Calculus,1303,0
Computer Science,Operating Systems,251,1
Computer Science,Databases,721,0
Computer Science,Databases,573,1
Computer Science,Operating Systems,823,1
Mathematics,Calculus,415,0
Physics,Quantum,1148,0
Computer Science,Databases,195,1
Computer Science,Operating Systems,634,0
Mathematics,Calculus,1274,1
Mathematics,Calculus,1073,1
Physics,Quantum,58,0
Physics,Mechanics,516,1
Physics,Mechanics,770,0
Mathematics,Discrete Mathematics,1075,1
Physics,Quantum,625,1
Physics,Quantum,221,1
Computer Science,Operating Systems,936,0
Mathematics,Calculus,1057,1
Mathematics,Calculus,727,1
Physics,Quantum,204,1
Mathematics,Discrete Mathematics,304,1
Computer Science,Operating Systems,874,0
Mathematics,Discrete Mathematics,776,1
Physics,Electromagnetism,183,1
Mathematics,Discrete Mathematics,383,1
Mathematics,Calculus,404,1
Physics,Quantum,1040,0
Computer Science,Databases,491,0
Mathematics,Calculus,778,1
Computer Science,Operating Systems,721,1
Physics,Mechanics,1066,1
Mathematics,Calculus,964,1
Computer Science,Databases,764,0
Physics,Mechanics,1062,0
Mathematics,Calculus,258,1
Physics,Electromagnetism,1380,1
Physics,Mechanics,1355,1
Physics,Mechanics,518,0
Physics,Mechanics,138,1
Mathematics,Calculus,759,1
Physics,Quantum,1094,1
Computer Science,Operating Systems,668,0
Physics,Mechanics,128,1
Computer Science,Databases,856,0
Mathematics,Calculus,360,0
Physics,Electromagnetism,1354,1
Computer Science,Databases,1305,1
Computer Science,Operating Systems,177,0
Computer Science,Operating Systems,1352,1
Mathematics,Calculus,293,1
Computer Science,Databases,1384,1
Physics,Electromagnetism,872,1
Mathematics,Calculus,264,0
Computer Science,Operating Systems,893,1
Physics,Electromagnetism,155,1
Computer Science,Databases,1333,1
Computer Science,Operating Systems,432,1
Mathematics,Calculus,889,1
Physics,Quantum,427,1
Computer Science,Operating Systems,673,0
Mathematics,Discrete Mathematics,1489,1
Physics,Quantum,650,0
Computer Science,Databases,1486,0
Physics,Quantum,593,0
Mathematics,Discrete Mathematics,1036,1
Physics,Mechanics,1068,0
Mathematics,Calculus,636,0
Physics,Mechanics,457,1
Computer Science,Operating Systems,1202,0
Physics,Mechanics,187,1
Mathematics,Calculus,1493,0
Physics,Electromagnetism,550,1
Mathematics,Calculus,71,1
Mathematics,Discrete Mathematics,884,1
Physics,Electromagnetism,178,1
Physics,Mechanics,1392,1
Physics,Mechanics,123,1
Mathematics,Calculus,743,1
Physics,Quantum,910,1
Computer Science,Operating Systems,127,0
Computer Science,Operating Systems,46,1
Computer Science,Operating Systems,107,1
Computer Science,Operating Systems,134,0
Physics,Electromagnetism,1137,1
Mathematics,Discrete Mathematics,785,0
Physics,Quantum,868,1
Mathematics,Calculus,289,1
Computer Science,Operating Systems,1069,1
Physics,Quantum,499,1
Mathematics,Calculus,863,1
Physics,Quantum,511,1
Physics,Mechanics,1104,1
Computer Science,Databases,597,1
Physics,Electromagnetism,1284,1
Mathematics,Calculus,600,1
Mathematics,Discrete Mathematics,410,0
Physics,Mechanics,1243,1
Physics,Quantum,289,0
Physics,Mechanics,89,1
Computer Science,Operating Systems,368,1
Mathematics,Calculus,1373,1
Computer Science,Databases,126,0
Mathematics,Discrete Mathematics,1207,0
Mathematics,Discrete Mathematics,1042,1
Computer Science,Databases,1020,0
Computer Science,Operating Systems,490,1
Computer Science,Databases,1320,1
Computer Science,Operating Systems,722,0
Physics,Quantum,863,1
Physics,Electromagnetism,463,0
Physics,Mechanics,1287,1
Computer Science,Databases,847,1
Computer Science,Databases,1361,1
Physics,Electromagnetism,453,1
Computer Science,Operating Systems,686,0
Mathematics,Calculus,275,0
Physics,Electromagnetism,1096,1
Computer Science,Operating Systems,941,0
Physics,Electromagnetism,1297,1
Physics,Mechanics,1211,1
Mathematics,Discrete Mathematics,276,0
Computer Science,Operating Systems,1343,1
Mathematics,Calculus,362,1
Physics,Quantum,244,1
Mathematics,Discrete Mathematics,4,0
Mathematics,Calculus,1410,1
Mathematics,Calculus,931,0
Mathematics,Calculus,323,1
Physics,Electromagnetism,1207,0
Computer Science,Databases,9,0
Physics,Quantum,233,0
Computer Science,Operating Systems,66,1
Physics,Quantum,463,1
Computer Science,Databases,238,1
Physics,Electromagnetism,1153,1
Physics,Electromagnetism,509,0
Mathematics,Calculus,283,1
Computer Science,Operating Systems,788,1
Mathematics,Calculus,388,1
Physics,Mechanics,1458,1
Mathematics,Calculus,631,1
Computer Science,Operating Systems,228,0
Computer Science,Operating Systems,289,0
Computer Science,Operating Systems,602,1
Computer Science,Operating Systems,699,1
Mathematics,Calculus,1406,0
Computer Science,Operating Systems,836,1
Physics,Electromagnetism,915,0
Physics,Mechanics,565,1
Physics,Electromagnetism,894,0
Physics,Quantum,155,0
Mathematics,Calculus,1451,0
Computer Science,Databases,1152,0
Mathematics,Calculus,1487,0
Physics,Electromagnetism,467,0
Mathematics,Discrete Mathematics,308,1
Mathematics,Calculus,432,1
Mathematics,Calculus,876,0
Physics,Quantum,1029,1
Physics,Electromagnetism,1386,1
Physics,Quantum,1119,1
Mathematics,Discrete Mathematics,97,0
Mathematics,Calculus,1153,1
Physics,Quantum,1371,1
Physics,Electromagnetism,672,1
Mathematics,Discrete Mathematics,1195,1
Physics,Quantum,754,0
Physics,Quantum,940,0
Computer Science,Databases,942,1
Physics,Quantum,307,1
Physics,Quantum,1316,0
Computer Science,Databases,801,1
Physics,Quantum,31,1
Physics,Mechanics,1200,1
Mathematics,Calculus,925,0
Mathematics,Discrete Mathematics,413,1
Computer Science,Databases,607,1
Physics,Electromagnetism,674,1
Mathematics,Discrete Mathematics,1051,1
Physics,Quantum,1099,0
Computer Science,Databases,385,1
Physics,Electromagnetism,669,1
Computer Science,Databases,872,1
Physics,Mechanics,1291,1
Mathematics,Discrete Mathematics,822,1
Mathematics,Calculus,1331,1
Computer Science,Operating Systems,402,1
Mathematics,Discrete Mathematics,120,1
Physics,Mechanics,1098,0
Computer Science,Operating Systems,1065,1
Physics,Electromagnetism,1340,0
Mathematics,Discrete Mathematics,1174,0
Physics,Electromagnetism,785,1
Mathematics,Calculus,676,1
Computer Science,Databases,1310,1
Computer Science,Databases,539,1
Mathematics,Discrete Mathematics,188,0
Computer Science,Operating Systems,1486,0
Computer Science,Operating Systems,970,1
Mathematics,Discrete Mathematics,581,1
Computer Science,Databases,1463,1
Mathematics,Calculus,317,0
Computer Science,Databases,826,1
Physics,Quantum,714,0
Mathematics,Discrete Mathematics,1462,0
Physics,Electromagnetism,1143,0
Mathematics,Calculus,1426,1
Mathematics,Calculus,1291,1
Physics,Electromagnetism,765,1
Mathematics,Discrete Mathematics,302,0
Mathematics,Calculus,438,1
Physics,Quantum,1004,0
Physics,Electromagnetism,57,0
Physics,Electromagnetism,838,0
Physics,Quantum,1016,1
Physics,Mechanics,909,0
Physics,Electromagnetism,480,0
Mathematics,Discrete Mathematics,1247,1
Computer Science,Operating Systems,1323,1
Mathematics,Discrete Mathematics,1113,0
Mathematics,Discrete Mathematics,654,0
Computer Science,Databases,1289,1
Computer Science,Operating Systems,1032,1
Physics,Mechanics,1498,1
Physics,Mechanics,1329,1
Physics,Quantum,38,1
Mathematics,Calculus,544,1
Physics,Quantum,637,1
Computer Science,Databases,1247,1
Mathematics,Calculus,285,1
Physics,Electromagnetism,334,0
Mathematics,Discrete Mathematics,128,1
Computer Science,Operating Systems,1281,1
Computer Science,Operating Systems,945,1
Computer Science,Operating Systems,922,1
Physics,Electromagnetism,1114,1
Physics,Mechanics,30,0
Mathematics,Discrete Mathematics,1411,0
Physics,Quantum,469,1
Physics,Electromagnetism,1252,1
Computer Science,Operating Systems,295,1
Physics,Quantum,882,1
Mathematics,Calculus,1164,1
Computer Science,Databases,736,0
Mathematics,Calculus,1040,1
Mathematics,Discrete Mathematics,824,1
Physics,Electromagnetism,1346,1
Physics,Mechanics,1027,1
Physics,Mechanics,339,1
Physics,Electromagnetism,380,1
Mathematics,Discrete Mathematics,619,1
Physics,Electromagnetism,321,1
Computer Science,Databases,810,0
Computer Science,Databases,954,1
Physics,Quantum,622,1
Mathematics,Discrete Mathematics,338,1
Computer Science,Operating Systems,662,1
Physics,Quantum,1436,1
Computer Science,Databases,589,1
Mathematics,Calculus,929,1
Mathematics,Discrete Mathematics,75,1
Mathematics,Discrete Mathematics,432,1
Physics,Electromagnetism,510,0
Computer Science,Databases,1209,0
Physics,Quantum,428,1
Physics,Mechanics,97,0
Computer Science,Operating Systems,262,1
Mathematics,Discrete Mathematics,599,0
Mathematics,Discrete Mathematics,214,1
Computer Science,Databases,577,1
Computer Science,Databases,1092,1
Computer Science,Databases,308,1
Mathematics,Calculus,156,1
Physics,Electromagnetism,607,1
Computer Science,Databases,1236,0
Mathematics,Calculus,560,1
Physics,Electromagnetism,678,0
Mathematics,Discrete Mathematics,503,1
Computer Science,Databases,988,1
Physics,Quantum,1002,0
Mathematics,Discrete Mathematics,14,0
Computer Science,Databases,1252,1
Physics,Electromagnetism,851,1
Mathematics,Discrete Mathematics,1141,1
Computer Science,Databases,1074,1
Mathematics,Calculus,1257,1
Mathematics,Discrete Mathematics,835,1
Physics,Mechanics,987,1
Physics,Quantum,252,1
Computer Science,Operating Systems,708,1
Physics,Mechanics,1297,0
Computer Science,Operating Systems,388,1
Physics,Mechanics,66,1
Computer Science,Operating Systems,94,0
Computer Science,Databases,1097,1
Computer Science,Operating Systems,806,1
Physics,Quantum,1134,1
Computer Science,Operating Systems,411,1
Mathematics,Calculus,1328,1
Computer Science,Operating Systems,17,1
Computer Science,Operating Systems,953,1
Mathematics,Calculus,424,0
Mathematics,Calculus,417,0
Mathematics,Calculus,920,1
Physics,Mechanics,497,1
Mathematics,Calculus,991,1
Mathematics,Calculus,224,1
Physics,Electromagnetism,460,1
Mathematics,Discrete Mathematics,258,0
Computer Science,Databases,122,0
Computer Science,Operating Systems,1193,1
Physics,Mechanics,282,1
Physics,Quantum,285,1
Mathematics,Discrete Mathematics,264,1
Mathematics,Calculus,599,0
Physics,Quantum,1271,1
Physics,Quantum,994,1
Mathematics,Calculus,726,0
Physics,Mechanics,231,1
Physics,Quantum,1097,0
Physics,Mechanics,259,0
Physics,Quantum,290,1
Mathematics,Calculus,80,1
Physics,Electromagnetism,651,1
Computer Science,Databases,800,1
Mathematics,Calculus,161,0
Computer Science,Operating Systems,1154,1
Computer Science,Operating Systems,1115,1
Physics,Mechanics,289,1
Computer Science,Databases,62,0
Mathematics,Calculus,454,0
Mathematics,Calculus,1276,1
Mathematics,Discrete Mathematics,86,0
Computer Science,Databases,837,1
Physics,Electromagnetism,1475,1
Physics,Quantum,930,1
Computer Science,Operating Systems,571,0
Computer Science,Operating Systems,1041,0
Mathematics,Discrete Mathematics,1115,0
Physics,Quantum,20,0
Computer Science,Operating Systems,1407,1
Physics,Electromagnetism,879,0
Physics,Mechanics,1189,0
Physics,Quantum,230,1
Mathematics,Discrete Mathematics,861,0
Mathematics,Calculus,1175,1
Mathematics,Discrete Mathematics,1445,0
Mathematics,Calculus,316,1
Mathematics,Calculus,195,1
Physics,Quantum,440,1
Physics,Quantum,1132,1
Physics,Mechanics,644,1
Physics,Mechanics,1397,0
Physics,Mechanics,455,1
Mathematics,Calculus,436,0
Physics,Quantum,1364,1
Physics,Quantum,1467,1
Physics,Quantum,641,0
Physics,Mechanics,320,1
Physics,Electromagnetism,376,1
Computer Science,Databases,886,1
Computer Science,Databases,183,0
Physics,Mechanics,693,0
Computer Science,Operating Systems,841,1
Physics,Electromagnetism,1125,1
Physics,Quantum,126,0
Physics,Quantum,709,1
Mathematics,Calculus,837,1
Physics,Electromagnetism,788,0
Physics,Electromagnetism,432,1
Physics,Mechanics,1094,1
Computer Science,Operating Systems,1372,0
Physics,Quantum,1039,1
Computer Science,Databases,804,0
Mathematics,Calculus,377,1
Mathematics,Calculus,535,1
Computer Science,Operating Systems,1028,1
Physics,Electromagnetism,1468,1
Mathematics,Calculus,375,1
Physics,Quantum,639,1
Physics,Mechanics,1302,1
Computer Science,Operating Systems,188,1
Computer Science,Operating Systems,713,0
Physics,Electromagnetism,1195,1
Computer Science,Operating Systems,1402,0
Physics,Quantum,297,0
Mathematics,Calculus,994,1
Mathematics,Discrete Mathematics,1447,1
Computer Science,Operating Systems,983,0
Computer Science,Operating Systems,462,0
Physics,Quantum,534,1
Physics,Electromagnetism,1093,1
Physics,Quantum,804,1
Computer Science,Operating Systems,614,0
Mathematics,Discrete Mathematics,1105,1
Physics,Mechanics,204,1
Mathematics,Calculus,843,1
Computer Science,Databases,974,0
Computer Science,Databases,90,1
Physics,Electromagnetism,511,1
Computer Science,Operating Systems,1389,1
Mathematics,Calculus,870,1
Physics,Mechanics,623,0
Physics,Quantum,1101,1
Mathematics,Calculus,946,1
Mathematics,Calculus,1287,1
Mathematics,Discrete Mathematics,755,0
Mathematics,Discrete Mathematics,1186,1
Mathematics,Calculus,1444,0
Mathematics,Calculus,243,0
Physics,Mechanics,667,1
Mathematics,Calculus,949,1
Mathematics,Calculus,118,1
Physics,Electromagnetism,1163,0
Mathematics,Discrete Mathematics,1120,1
Physics,Electromagnetism,1382,1
Computer Science,Databases,678,1
Computer Science,Operating Systems,832,1
Computer Science,Operating Systems,469,1
Physics,Quantum,1217,0
Mathematics,Calculus,23,1
Physics,Electromagnetism,641,1
Physics,Electromagnetism,1116,1
Physics,Quantum,76,0
Mathematics,Discrete Mathematics,983,1
Mathematics,Calculus,768,1
Mathematics,Discrete Mathematics,811,1
Physics,Mechanics,709,1
Computer Science,Operating Systems,796,1
Physics,Electromagnetism,1469,0
Mathematics,Calculus,403,1
Mathematics,Discrete Mathematics,883,1
Physics,Quantum,613,1
Mathematics,Calculus,1471,1
Computer Science,Databases,677,0
Computer Science,Databases,805,0
Computer Science,Operating Systems,679,1
Mathematics,Calculus,332,1
Computer Science,Operating Systems,383,0
Mathematics,Calculus,506,0
Computer Science,Operating Systems,723,1
Physics,Electromagnetism,754,1
Physics,Electromagnetism,974,1
Mathematics,Discrete Mathematics,539,1
Mathematics,Discrete Mathematics,937,1
Mathematics,Discrete Mathematics,1424,1
Mathematics,Calculus,522,0
Physics,Quantum,1423,0
Mathematics,Discrete Mathematics,21,0
Physics,Quantum,941,0
Computer Science,Operating Systems,248,1
Computer Science,Databases,1351,1
Physics,Electromagnetism,698,1
Physics,Quantum,669,1
Mathematics,Discrete Mathematics,740,1
Computer Science,Databases,1163,0
Computer Science,Databases,204,0
Mathematics,Discrete Mathematics,129,0
Physics,Mechanics,552,0
Computer Science,Databases,1192,1
Mathematics,Discrete Mathematics,1070,1
Computer Science,Operating Systems,1482,1
Physics,Electromagnetism,202,1
Mathematics,Calculus,109,1
Physics,Mechanics,724,1
Computer Science,Databases,1200,1
Mathematics,Discrete Mathematics,207,1
Physics,Quantum,1032,1
Mathematics,Discrete Mathematics,1311,1
Computer Science,Operating Systems,595,1
Physics,Electromagnetism,386,0
Computer Science,Operating Systems,45,1
Computer Science,Operating Systems,193,1
Computer Science,Databases,940,1
Physics,Mechanics,936,1
Physics,Quantum,216,0
Physics,Electromagnetism,461,1
Computer Science,Operating Systems,240,1
Mathematics,Calculus,944,0
Physics,Quantum,1218,1
Mathematics,Discrete Mathematics,451,1
Physics,Electromagnetism,625,1
Physics,Mechanics,744,1
Physics,Quantum,538,1
Mathematics,Calculus,755,0
Physics,Mechanics,1110,0
Physics,Quantum,219,1
Mathematics,Discrete Mathematics,286,1
Mathematics,Discrete Mathematics,928,0
Mathematics,Calculus,894,1
Computer Science,Operating Systems,747,1
Computer Science,Databases,713,1
Physics,Electromagnetism,1268,1
Mathematics,Calculus,675,1
Computer Science,Databases,1407,1
Computer Science,Operating Systems,211,0
Physics,Mechanics,1274,1
Physics,Electromagnetism,338,0
Physics,Mechanics,592,1
Physics,Electromagnetism,499,1
Computer Science,Operating Systems,1122,1
Physics,Electromagnetism,523,0
Physics,Quantum,1412,1
Mathematics,Calculus,390,0
Physics,Quantum,253,1
Computer Science,Operating Systems,916,1
Computer Science,Operating Systems,1072,1
Mathematics,Discrete Mathematics,18,1
Computer Science,Databases,288,1
Physics,Electromagnetism,939,1
Mathematics,Calculus,405,1
Physics,Quantum,1471,1
Computer Science,Operating Systems,755,1
Mathematics,Discrete Mathematics,51,1
Physics,Electromagnetism,1414,1
Physics,Mechanics,265,1
Physics,Mechanics,671,1
Physics,Mechanics,211,1
Computer Science,Databases,762,1
Computer Science,Operating Systems,438,1
Computer Science,Databases,625,0
Physics,Quantum,644,1
Mathematics,Discrete Mathematics,1190,1
Physics,Quantum,210,0
Physics,Quantum,1488,0
Physics,Quantum,1161,1
Mathematics,Discrete Mathematics,708,1
Mathematics,Calculus,795,1
Physics,Mechanics,773,0
Computer Science,Operating Systems,993,0
Physics,Electromagnetism,48,1
Physics,Mechanics,668,0
Physics,Mechanics,173,0
Physics,Mechanics,1203,0
Mathematics,Discrete Mathematics,108,0
Computer Science,Databases,1186,1
Computer Science,Databases,1376,1
Computer Science,Operating Systems,166,1
Mathematics,Calculus,36,0
Physics,Quantum,784,1
Computer Science,Databases,1484,1
Computer Science,Databases,724,0
Physics,Electromagnetism,537,1
Physics,Mechanics,1028,0
Computer Science,Databases,1204,0
Computer Science,Operating Systems,1176,1
Computer Science,Databases,1129,1
Computer Science,Operating Systems,76,1
Computer Science,Databases,222,1
Mathematics,Discrete Mathematics,430,0
Physics,Mechanics,104,1
Computer Science,Operating Systems,394,1
Physics,Electromagnetism,705,1
Mathematics,Discrete Mathematics,1080,0
Physics,Quantum,73,1
Mathematics,Discrete Mathematics,980,1
Computer Science,Databases,27,0
Computer Science,Databases,1315,0
Computer Science,Databases,1143,0
Mathematics,Discrete Mathematics,507,1
Computer Science,Databases,661,0
Mathematics,Calculus,1474,1
Mathematics,Discrete Mathematics,545,0
Mathematics,Discrete Mathematics,698,0
Computer Science,Databases,1054,1
Physics,Electromagnetism,1107,1
Computer Science,Operating Systems,33,1
Computer Science,Operating Systems,771,1
Computer Science,Databases,166,0
Computer Science,Operating Systems,246,1
Mathematics,Discrete Mathematics,208,1
Mathematics,Calculus,1491,0
Computer Science,Databases,34,1
Physics,Quantum,356,1
Mathematics,Calculus,56,0
Physics,Mechanics,1157,1
Mathematics,Discrete Mathematics,153,0
Physics,Mechanics,803,1
Computer Science,Databases,788,1
Mathematics,Calculus,1361,0
Physics,Electromagnetism,1233,1
Computer Science,Operating Systems,404,1
Mathematics,Calculus,35,1
Mathematics,Calculus,813,1
Physics,Mechanics,733,0
Physics,Electromagnetism,3,0
Mathematics,Discrete Mathematics,849,1
Computer Science,Operating Systems,828,1
Computer Science,Operating Systems,1356,1
Mathematics,Discrete Mathematics,653,1
Physics,Electromagnetism,1240,1
Physics,Electromagnetism,1451,1
Physics,Quantum,425,1
Physics,Electromagnetism,962,1
Computer Science,Operating Systems,594,0
Mathematics,Discrete Mathematics,1132,1
Physics,Quantum,364,0
Mathematics,Discrete Mathematics,1322,0
Physics,Electromagnetism,322,0
Physics,Quantum,1310,1
Physics,Quantum,181,1
Mathematics,Calculus,15,0
Computer Science,Operating Systems,279,0
Mathematics,Calculus,658,1
Physics,Electromagnetism,1007,0
Computer Science,Operating Systems,1456,1
Physics,Quantum,475,1
Computer Science,Operating Systems,330,0
Mathematics,Discrete Mathematics,672,0
Physics,Quantum,118,1
Computer Science,Databases,341,0
Mathematics,Discrete Mathematics,613,1
Mathematics,Calculus,21,1
Mathematics,Discrete Mathematics,306,0
Computer Science,Operating Systems,1451,0
Physics,Electromagnetism,163,0
Mathematics,Calculus,1340,1
Mathematics,Discrete Mathematics,1394,1
Computer Science,Operating Systems,786,0
Mathematics,Discrete Mathematics,237,1
Physics,Quantum,485,1
Mathematics,Discrete Mathematics,79,0
Mathematics,Discrete Mathematics,758,1
Computer Science,Operating Systems,811,1
Physics,Electromagnetism,1385,1
Computer Science,Operating Systems,1450,1
Mathematics,Calculus,1133,1
Computer Science,Databases,679,0
Computer Science,Databases,1261,0
Mathematics,Discrete Mathematics,1240,0
Mathematics,Calculus,212,0
Physics,Electromagnetism,24,1
Mathematics,Calculus,338,0
Computer Science,Databases,1427,1
Physics,Electromagnetism,491,0
Physics,Quantum,1056,1
Physics,Mechanics,1305,1
Physics,Electromagnetism,972,1
Computer Science,Databases,134,1
Physics,Quantum,1279,0
Mathematics,Discrete Mathematics,297,1
Computer Science,Databases,1044,1
Physics,Electromagnetism,801,1
Physics,Quantum,418,1
Computer Science,Operating Systems,325,1
Physics,Quantum,595,1
Physics,Electromagnetism,1392,0
Computer Science,Databases,1088,1
Mathematics,Calculus,952,0
Mathematics,Discrete Mathematics,1428,1
Computer Science,Databases,1392,1
Mathematics,Discrete Mathematics,905,0
Mathematics,Calculus,1172,1
