시도교육청,지역교육청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,제외여부,제외사유,1학년 전입학생수,1학년 전출학생수,1학년 전체학생수,2학년 전입학생수,2학년 전출학생수,2학년 전체학생수,3학년 전입학생수,3학년 전출학생수,3학년 전체학생수,4학년 전입학생수,4학년 전출학생수,4학년 전체학생수,5학년 전입학생수,5학년 전출학생수,5학년 전체학생수,6학년 전입학생수,6학년 전출학생수,6학년 전체 학생수,전입학생수(계),전출학생수(계),전체학생수(계)
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040000678,인천청량초등학교,2,공립,N,,1.0,3.0,93.0,6.0,9.0,95.0,8.0,8.0,111.0,10.0,5.0,123.0,7.0,1.0,149.0,8.0,12.0,143.0,40.0,38.0,714.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040000679,인천청학초등학교,2,공립,N,,3.0,4.0,93.0,5.0,4.0,66.0,3.0,8.0,84.0,2.0,4.0,88.0,1.0,7.0,101.0,2.0,4.0,86.0,16.0,31.0,518.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040000680,인천함박초등학교,2,공립,N,,7.0,6.0,70.0,3.0,8.0,92.0,6.0,6.0,86.0,4.0,11.0,80.0,8.0,7.0,86.0,1.0,7.0,92.0,29.0,45.0,506.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000802,인천가림초등학교,2,공립,N,,7.0,1.0,34.0,5.0,3.0,35.0,5.0,7.0,78.0,1.0,8.0,57.0,2.0,4.0,49.0,3.0,12.0,82.0,23.0,35.0,335.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000803,인천가석초등학교,2,공립,N,,4.0,4.0,57.0,1.0,10.0,48.0,3.0,5.0,48.0,1.0,6.0,66.0,1.0,3.0,56.0,0.0,4.0,64.0,10.0,32.0,339.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000804,인천가정초등학교,2,공립,N,,2.0,10.0,132.0,7.0,12.0,137.0,4.0,15.0,118.0,7.0,10.0,122.0,4.0,8.0,135.0,3.0,4.0,96.0,27.0,59.0,740.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000805,인천가좌초등학교,2,공립,N,,0.0,2.0,71.0,3.0,7.0,84.0,1.0,5.0,89.0,1.0,2.0,102.0,0.0,8.0,101.0,1.0,3.0,107.0,6.0,27.0,554.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000806,인천가현초등학교,2,공립,N,,36.0,12.0,217.0,52.0,8.0,173.0,47.0,12.0,179.0,32.0,10.0,196.0,28.0,11.0,173.0,9.0,7.0,136.0,204.0,60.0,1074.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000807,인천갈산초등학교,2,공립,N,,4.0,7.0,65.0,4.0,7.0,33.0,2.0,7.0,50.0,5.0,1.0,40.0,2.0,2.0,47.0,0.0,1.0,40.0,17.0,25.0,275.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000808,인천갈월초등학교,2,공립,N,,2.0,4.0,96.0,2.0,10.0,92.0,5.0,8.0,119.0,7.0,10.0,101.0,2.0,3.0,116.0,3.0,8.0,115.0,21.0,43.0,639.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000809,인천개흥초등학교,2,공립,N,,4.0,6.0,62.0,2.0,10.0,66.0,3.0,8.0,57.0,5.0,12.0,71.0,5.0,8.0,67.0,6.0,5.0,64.0,25.0,49.0,387.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000810,인천건지초등학교,2,공립,N,,4.0,1.0,54.0,3.0,5.0,47.0,3.0,1.0,38.0,0.0,4.0,49.0,0.0,3.0,49.0,1.0,0.0,54.0,11.0,14.0,291.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000811,인천검단초등학교,2,공립,N,,5.0,9.0,135.0,12.0,15.0,111.0,9.0,17.0,142.0,9.0,14.0,157.0,5.0,10.0,126.0,2.0,9.0,144.0,42.0,74.0,815.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000812,인천계산초등학교,2,공립,N,,1.0,4.0,24.0,2.0,3.0,43.0,3.0,3.0,36.0,2.0,2.0,35.0,1.0,1.0,48.0,1.0,1.0,36.0,10.0,14.0,222.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000813,인천계양초등학교,2,공립,N,,7.0,11.0,96.0,2.0,11.0,92.0,4.0,9.0,91.0,3.0,7.0,80.0,5.0,9.0,73.0,2.0,0.0,67.0,23.0,47.0,499.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000815,인천구산초등학교,2,공립,N,,1.0,7.0,75.0,6.0,9.0,60.0,4.0,13.0,81.0,0.0,7.0,76.0,3.0,5.0,102.0,3.0,10.0,101.0,17.0,51.0,495.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000816,인천금곡초등학교,2,공립,N,,1.0,5.0,45.0,8.0,5.0,45.0,3.0,6.0,70.0,2.0,3.0,63.0,4.0,0.0,49.0,2.0,0.0,58.0,20.0,19.0,330.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000817,인천길주초등학교,2,공립,N,,3.0,0.0,97.0,6.0,20.0,103.0,2.0,16.0,109.0,5.0,15.0,124.0,3.0,8.0,95.0,3.0,4.0,102.0,22.0,63.0,630.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000818,인천단봉초등학교,2,공립,N,,12.0,12.0,148.0,15.0,13.0,131.0,18.0,11.0,167.0,8.0,12.0,151.0,7.0,7.0,144.0,3.0,9.0,136.0,63.0,64.0,877.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000819,인천당하초등학교,2,공립,N,,5.0,12.0,141.0,8.0,17.0,156.0,20.0,20.0,197.0,9.0,15.0,182.0,10.0,18.0,207.0,7.0,20.0,190.0,59.0,102.0,1073.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000820,인천대정초등학교,2,공립,N,,0.0,8.0,94.0,5.0,7.0,117.0,2.0,15.0,154.0,5.0,4.0,124.0,4.0,6.0,139.0,2.0,1.0,145.0,18.0,41.0,773.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000821,인천동수초등학교,2,공립,N,,3.0,4.0,119.0,8.0,7.0,102.0,5.0,9.0,118.0,11.0,13.0,111.0,4.0,10.0,100.0,3.0,7.0,89.0,34.0,50.0,639.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000822,인천동암초등학교,2,공립,N,,1.0,3.0,53.0,6.0,7.0,67.0,5.0,2.0,72.0,3.0,10.0,74.0,6.0,2.0,72.0,5.0,6.0,65.0,26.0,30.0,403.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000823,인천마곡초등학교,2,공립,N,,0.0,0.0,13.0,0.0,3.0,10.0,0.0,1.0,14.0,0.0,5.0,18.0,0.0,0.0,14.0,0.0,0.0,20.0,0.0,9.0,89.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000824,인천마장초등학교,2,공립,N,,0.0,12.0,113.0,3.0,4.0,106.0,1.0,11.0,119.0,2.0,4.0,112.0,1.0,6.0,111.0,1.0,7.0,130.0,8.0,44.0,691.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000825,인천마전초등학교,2,공립,N,,6.0,4.0,129.0,11.0,11.0,152.0,7.0,5.0,128.0,5.0,5.0,140.0,11.0,8.0,152.0,3.0,5.0,151.0,43.0,38.0,852.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000826,인천명현초등학교,2,공립,N,,0.0,4.0,54.0,2.0,1.0,59.0,4.0,2.0,51.0,1.0,6.0,63.0,3.0,2.0,59.0,1.0,3.0,79.0,11.0,18.0,365.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000827,인천목향초등학교,2,공립,N,,6.0,8.0,88.0,8.0,9.0,97.0,4.0,16.0,133.0,8.0,6.0,122.0,1.0,11.0,125.0,6.0,8.0,127.0,33.0,58.0,692.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000828,인천미산초등학교,2,공립,N,,0.0,0.0,47.0,5.0,4.0,44.0,2.0,2.0,64.0,7.0,3.0,59.0,5.0,2.0,56.0,1.0,2.0,62.0,20.0,13.0,332.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000829,인천백석초등학교,2,공립,N,,10.0,8.0,156.0,9.0,26.0,190.0,12.0,17.0,181.0,17.0,24.0,182.0,6.0,10.0,151.0,9.0,12.0,147.0,63.0,97.0,1007.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000830,인천백운초등학교,2,공립,N,,2.0,4.0,96.0,1.0,6.0,81.0,1.0,12.0,85.0,1.0,6.0,92.0,3.0,5.0,79.0,2.0,5.0,83.0,10.0,38.0,516.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000831,인천병방초등학교,2,공립,N,,3.0,4.0,64.0,3.0,11.0,67.0,6.0,6.0,73.0,3.0,8.0,72.0,0.0,4.0,79.0,1.0,2.0,87.0,16.0,35.0,442.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000832,인천봉수초등학교,2,공립,N,,4.0,3.0,23.0,1.0,3.0,34.0,2.0,0.0,26.0,2.0,6.0,33.0,3.0,0.0,30.0,1.0,4.0,27.0,13.0,16.0,173.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000833,인천부개서초등학교,2,공립,N,,7.0,9.0,146.0,10.0,15.0,140.0,11.0,17.0,157.0,7.0,11.0,152.0,4.0,16.0,158.0,7.0,10.0,120.0,46.0,78.0,873.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000834,인천부개초등학교,2,공립,N,,4.0,1.0,48.0,2.0,2.0,43.0,2.0,4.0,45.0,3.0,3.0,57.0,3.0,0.0,50.0,1.0,0.0,44.0,15.0,10.0,287.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000835,인천부곡초등학교,2,공립,N,,7.0,6.0,177.0,7.0,12.0,197.0,8.0,11.0,238.0,4.0,7.0,206.0,5.0,10.0,206.0,3.0,2.0,222.0,34.0,48.0,1246.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000836,인천부광초등학교,2,공립,N,,3.0,6.0,65.0,2.0,12.0,87.0,5.0,14.0,84.0,4.0,7.0,61.0,2.0,4.0,64.0,4.0,6.0,63.0,20.0,49.0,424.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000837,인천부내초등학교,2,공립,N,,7.0,4.0,110.0,2.0,6.0,113.0,10.0,13.0,116.0,3.0,9.0,133.0,8.0,7.0,120.0,8.0,2.0,166.0,38.0,41.0,758.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000838,인천부마초등학교,2,공립,N,,0.0,0.0,128.0,0.0,2.0,109.0,0.0,3.0,141.0,4.0,4.0,129.0,2.0,0.0,134.0,2.0,7.0,128.0,8.0,16.0,769.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000839,인천부원초등학교,2,공립,N,,0.0,8.0,125.0,6.0,10.0,120.0,0.0,10.0,125.0,3.0,4.0,122.0,6.0,4.0,132.0,4.0,8.0,128.0,19.0,44.0,752.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000840,인천부일초등학교,2,공립,N,,3.0,3.0,55.0,2.0,1.0,51.0,1.0,0.0,56.0,4.0,5.0,76.0,3.0,5.0,65.0,3.0,2.0,85.0,16.0,16.0,388.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000841,인천부평남초등학교,2,공립,N,,2.0,6.0,145.0,6.0,11.0,124.0,5.0,11.0,156.0,4.0,11.0,166.0,7.0,9.0,142.0,3.0,11.0,164.0,27.0,59.0,897.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000842,인천부평동초등학교,2,공립,N,,5.0,9.0,160.0,7.0,14.0,153.0,14.0,13.0,171.0,5.0,10.0,161.0,11.0,10.0,152.0,4.0,7.0,150.0,46.0,63.0,947.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000843,인천부평북초등학교,2,공립,N,,1.0,5.0,70.0,4.0,5.0,52.0,3.0,9.0,84.0,4.0,5.0,58.0,3.0,4.0,71.0,3.0,4.0,49.0,18.0,32.0,384.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000844,인천부평서초등학교,2,공립,N,,2.0,7.0,126.0,2.0,8.0,125.0,7.0,9.0,138.0,6.0,11.0,125.0,6.0,9.0,128.0,0.0,2.0,142.0,23.0,46.0,784.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000845,인천부평초등학교,2,공립,N,,4.0,4.0,48.0,5.0,7.0,68.0,4.0,8.0,55.0,1.0,10.0,66.0,9.0,5.0,74.0,0.0,7.0,75.0,23.0,41.0,386.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000846,인천부현동초등학교,2,공립,N,,6.0,5.0,79.0,3.0,9.0,106.0,10.0,9.0,119.0,1.0,6.0,114.0,5.0,5.0,147.0,5.0,4.0,135.0,30.0,38.0,700.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000847,인천부현초등학교,2,공립,N,,1.0,3.0,61.0,4.0,8.0,75.0,6.0,7.0,100.0,2.0,4.0,81.0,2.0,5.0,100.0,2.0,5.0,105.0,17.0,32.0,522.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000848,인천부흥초등학교,2,공립,N,,6.0,16.0,193.0,10.0,15.0,164.0,11.0,18.0,175.0,8.0,9.0,158.0,14.0,8.0,147.0,2.0,10.0,144.0,51.0,76.0,981.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000849,인천불로초등학교,2,공립,N,,4.0,7.0,125.0,11.0,9.0,104.0,10.0,12.0,133.0,6.0,12.0,130.0,10.0,15.0,152.0,3.0,9.0,123.0,44.0,64.0,767.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000850,인천산곡남초등학교,2,공립,N,,1.0,4.0,98.0,2.0,7.0,95.0,2.0,7.0,85.0,5.0,7.0,98.0,3.0,4.0,96.0,5.0,2.0,111.0,18.0,31.0,583.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000851,인천산곡북초등학교,2,공립,N,,1.0,2.0,61.0,5.0,5.0,53.0,0.0,1.0,62.0,8.0,11.0,65.0,4.0,9.0,60.0,4.0,0.0,77.0,22.0,28.0,378.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000852,인천산곡초등학교,2,공립,N,,1.0,7.0,41.0,3.0,1.0,30.0,1.0,2.0,52.0,4.0,4.0,45.0,4.0,3.0,39.0,6.0,1.0,49.0,19.0,18.0,256.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000853,인천삼산초등학교,2,공립,N,,5.0,5.0,92.0,1.0,5.0,76.0,7.0,6.0,93.0,5.0,4.0,103.0,3.0,5.0,96.0,4.0,4.0,115.0,25.0,29.0,575.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000854,인천상정초등학교,2,공립,N,,12.0,1.0,49.0,17.0,4.0,37.0,14.0,3.0,46.0,15.0,1.0,30.0,11.0,2.0,35.0,10.0,0.0,46.0,79.0,11.0,243.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000855,인천서곶초등학교,2,공립,N,,11.0,11.0,104.0,5.0,4.0,91.0,9.0,8.0,102.0,3.0,6.0,104.0,10.0,9.0,126.0,3.0,5.0,96.0,41.0,43.0,623.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000856,인천서운초등학교,2,공립,N,,4.0,4.0,106.0,38.0,4.0,84.0,36.0,2.0,76.0,35.0,1.0,79.0,28.0,5.0,77.0,25.0,3.0,87.0,166.0,19.0,509.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000857,인천석남서초등학교,2,공립,N,,3.0,3.0,74.0,3.0,7.0,80.0,5.0,6.0,93.0,2.0,7.0,78.0,4.0,7.0,102.0,2.0,4.0,66.0,19.0,34.0,493.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000858,인천석남초등학교,2,공립,N,,7.0,8.0,88.0,2.0,10.0,93.0,6.0,7.0,103.0,10.0,5.0,111.0,4.0,6.0,113.0,2.0,3.0,100.0,31.0,39.0,608.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000859,인천성지초등학교,2,공립,N,,2.0,4.0,65.0,8.0,6.0,68.0,2.0,7.0,58.0,5.0,7.0,65.0,4.0,5.0,72.0,6.0,9.0,78.0,27.0,38.0,406.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000860,인천소양초등학교,2,공립,N,,0.0,7.0,77.0,3.0,9.0,59.0,1.0,7.0,59.0,0.0,7.0,85.0,4.0,6.0,84.0,1.0,4.0,64.0,9.0,40.0,428.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000862,인천신대초등학교,2,공립,N,,4.0,4.0,122.0,6.0,9.0,115.0,7.0,10.0,129.0,6.0,5.0,129.0,6.0,3.0,132.0,11.0,4.0,150.0,40.0,35.0,777.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000863,인천신석초등학교,2,공립,N,,0.0,6.0,62.0,8.0,7.0,69.0,4.0,5.0,66.0,3.0,5.0,85.0,8.0,2.0,87.0,2.0,4.0,61.0,25.0,29.0,430.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000864,인천신촌초등학교,2,공립,N,,5.0,2.0,52.0,4.0,4.0,43.0,6.0,5.0,57.0,5.0,3.0,49.0,1.0,2.0,55.0,1.0,1.0,53.0,22.0,17.0,309.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000865,인천신현북초등학교,2,공립,N,,10.0,7.0,70.0,6.0,7.0,89.0,12.0,8.0,103.0,10.0,9.0,106.0,6.0,8.0,102.0,6.0,2.0,99.0,50.0,41.0,569.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000867,인천신현초등학교,2,공립,N,,4.0,4.0,56.0,5.0,3.0,61.0,5.0,2.0,83.0,2.0,5.0,88.0,2.0,3.0,83.0,2.0,2.0,67.0,20.0,19.0,438.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000868,인천심곡초등학교,2,공립,N,,2.0,4.0,42.0,2.0,4.0,43.0,2.0,7.0,54.0,3.0,5.0,57.0,1.0,4.0,61.0,2.0,2.0,56.0,12.0,26.0,313.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000869,인천십정초등학교,2,공립,N,,2.0,4.0,52.0,3.0,2.0,37.0,3.0,4.0,52.0,1.0,2.0,39.0,3.0,4.0,52.0,1.0,1.0,48.0,13.0,17.0,280.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000870,인천안남초등학교,2,공립,N,,3.0,9.0,72.0,4.0,9.0,71.0,2.0,6.0,85.0,4.0,12.0,84.0,3.0,13.0,87.0,2.0,7.0,81.0,18.0,56.0,480.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000871,인천안산초등학교,2,공립,N,,1.0,4.0,48.0,3.0,5.0,53.0,2.0,5.0,69.0,8.0,4.0,68.0,4.0,3.0,85.0,6.0,4.0,80.0,24.0,25.0,403.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000872,인천양지초등학교,2,공립,N,,0.0,2.0,65.0,0.0,2.0,57.0,0.0,1.0,48.0,0.0,6.0,57.0,3.0,1.0,56.0,1.0,2.0,56.0,4.0,14.0,339.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000874,인천용마초등학교,2,공립,N,,13.0,2.0,96.0,9.0,7.0,103.0,17.0,7.0,79.0,4.0,4.0,93.0,4.0,5.0,85.0,1.0,1.0,73.0,48.0,26.0,529.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000875,인천일신초등학교,2,공립,N,,1.0,3.0,64.0,3.0,6.0,68.0,4.0,9.0,79.0,6.0,10.0,81.0,0.0,3.0,63.0,0.0,2.0,59.0,14.0,33.0,414.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000876,인천작동초등학교,2,공립,N,,5.0,6.0,94.0,4.0,9.0,74.0,6.0,6.0,92.0,6.0,10.0,96.0,8.0,6.0,100.0,3.0,4.0,86.0,32.0,41.0,542.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000877,인천작전초등학교,2,공립,N,,1.0,12.0,79.0,3.0,6.0,82.0,5.0,3.0,90.0,2.0,13.0,98.0,1.0,6.0,69.0,1.0,13.0,90.0,13.0,53.0,508.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000878,인천창신초등학교,2,공립,N,,4.0,19.0,100.0,15.0,16.0,87.0,7.0,17.0,115.0,7.0,10.0,103.0,9.0,23.0,109.0,11.0,6.0,100.0,53.0,91.0,614.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000879,인천천마초등학교,2,공립,N,,2.0,4.0,38.0,3.0,4.0,27.0,5.0,5.0,38.0,4.0,1.0,46.0,4.0,4.0,42.0,4.0,0.0,41.0,22.0,18.0,232.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000880,인천청천초등학교,2,공립,N,,3.0,5.0,70.0,6.0,6.0,51.0,4.0,6.0,68.0,6.0,6.0,72.0,3.0,1.0,63.0,0.0,1.0,55.0,22.0,25.0,379.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000881,인천하정초등학교,2,공립,N,,2.0,4.0,20.0,3.0,1.0,19.0,0.0,1.0,16.0,4.0,0.0,27.0,1.0,1.0,24.0,1.0,0.0,23.0,11.0,7.0,129.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000882,인천한길초등학교,2,공립,N,,2.0,0.0,105.0,0.0,6.0,109.0,0.0,4.0,120.0,1.0,7.0,126.0,1.0,3.0,119.0,0.0,5.0,115.0,4.0,25.0,694.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000883,인천화전초등학교,2,공립,N,,8.0,11.0,141.0,9.0,9.0,143.0,8.0,4.0,163.0,4.0,9.0,166.0,4.0,10.0,167.0,4.0,10.0,158.0,37.0,53.0,938.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000884,인천효성남초등학교,2,공립,N,,17.0,3.0,92.0,23.0,8.0,73.0,10.0,4.0,96.0,17.0,7.0,101.0,8.0,3.0,103.0,1.0,4.0,106.0,76.0,29.0,571.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000885,인천효성동초등학교,2,공립,N,,0.0,2.0,36.0,2.0,2.0,36.0,2.0,1.0,40.0,4.0,0.0,47.0,1.0,1.0,47.0,1.0,0.0,45.0,10.0,6.0,251.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000886,인천효성서초등학교,2,공립,N,,4.0,1.0,85.0,6.0,4.0,83.0,4.0,8.0,98.0,6.0,4.0,101.0,1.0,10.0,109.0,2.0,2.0,81.0,23.0,29.0,557.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000887,인천효성초등학교,2,공립,N,,4.0,5.0,55.0,5.0,3.0,54.0,4.0,5.0,63.0,4.0,2.0,76.0,2.0,3.0,73.0,2.0,4.0,49.0,21.0,22.0,370.0
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000888,한일초등학교,2,사립,N,,1.0,2.0,56.0,5.0,5.0,57.0,7.0,3.0,48.0,3.0,5.0,36.0,0.0,4.0,33.0,2.0,2.0,39.0,18.0,21.0,269.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001041,인천축현초등학교,2,공립,N,,5.0,4.0,58.0,2.0,4.0,57.0,4.0,5.0,60.0,4.0,4.0,75.0,6.0,5.0,58.0,2.0,10.0,79.0,23.0,32.0,387.0
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040001385,인천계양초등학교상야분교장,2,공립,N,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,11.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001386,인천남부초등학교이작분교장,2,공립,N,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001466,인천용현남초등학교자월분교장,2,공립,N,,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001467,인천용유초등학교무의분교장,2,공립,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001545,인천영종초등학교금산분교장,2,공립,N,,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,73.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001633,인천삼목초등학교장봉분교장,2,공립,N,,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,12.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001635,인천서면초등학교,2,공립,N,,2.0,2.0,77.0,7.0,6.0,69.0,3.0,9.0,101.0,5.0,4.0,85.0,7.0,4.0,99.0,4.0,5.0,86.0,28.0,30.0,517.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001664,인천공항초등학교신도분교장,2,공립,N,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,13.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001719,인천신월초등학교,2,공립,N,,1.0,7.0,50.0,8.0,11.0,70.0,5.0,6.0,55.0,3.0,3.0,67.0,6.0,8.0,66.0,3.0,1.0,66.0,26.0,36.0,374.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001720,인천새말초등학교,2,공립,N,,3.0,5.0,78.0,5.0,1.0,79.0,9.0,7.0,93.0,6.0,4.0,66.0,3.0,6.0,81.0,2.0,4.0,95.0,28.0,27.0,492.0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001721,인천서창초등학교,2,공립,N,,5.0,7.0,172.0,3.0,10.0,139.0,5.0,18.0,201.0,6.0,11.0,207.0,5.0,18.0,202.0,1.0,5.0,194.0,25.0,69.0,1115.0
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001725,인천삼목초등학교,2,공립,N,,10.0,5.0,102.0,15.0,9.0,97.0,13.0,7.0,106.0,9.0,6.0,147.0,13.0,4.0,124.0,2.0,7.0,162.0,62.0,38.0,738.0
