id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
16302595,Luxury 2BD in heart of Williamsburg,76212913,Brian,Brooklyn,Williamsburg,40.71049,-73.9624,Entire home/apt,3,17,2019-01-05,0.55,1,129,350
22258432,Awesome designed shared room in beautiful Coliving,146345538,Sergii,Brooklyn,Bushwick,40.693290000000005,-73.91328,Shared room,30,3,2018-07-14,0.16,5,344,15
30581572,Sun-lit Room in the Heart of SoHo,62398329,Begüm,Manhattan,SoHo,40.72183,-73.99903,Private room,1,0,,,1,0,90
36004196,24+Day Stay:1000 sq Bsmt Apartment  Great Living,270878146,Pachito,Queens,Maspeth,40.72205,-73.91024,Entire home/apt,24,0,,,1,52,70
21254856,Lily Pad,143168243,Nicole,Queens,Ditmars Steinway,40.77823,-73.91247,Private room,1,0,,,1,0,80
9155212,Affordable & Cozy East Village Room,47661247,Lydia,Manhattan,East Village,40.72525,-73.98691,Private room,6,10,2019-01-02,0.23,1,36,85
13622454,"Large 1 Bed/1 Bath by Central Park, Hunter College",78912246,Priya,Manhattan,Upper East Side,40.76711,-73.96177,Entire home/apt,1,3,2016-10-01,0.09,1,0,199
8193127,Spacious TriBeCa 3BR w/ Balcony,28421010,Roberto,Manhattan,Tribeca,40.72095,-74.00918,Entire home/apt,3,0,,,1,0,500
36445224,Big & Beautiful room with 2 beds!,274012871,Stefan,Queens,Long Island City,40.76807,-73.93799,Private room,2,0,,,2,168,95
20235361,2 Bedrooms 5 beds apt perfect for groups,144197377,Riley,Manhattan,East Harlem,40.79873,-73.93263,Entire home/apt,1,34,2018-04-26,1.5,1,0,199
16131672,Luxury 3 bedroom apartment on the Upper East Side,105225099,Christina,Manhattan,Upper East Side,40.7687,-73.95596,Entire home/apt,2,1,2016-12-29,0.03,1,0,500
10836260,"Wyndham Midtown 45, New York City",17592675,Jennifer,Manhattan,Midtown,40.75299,-73.97154,Entire home/apt,1,0,,,1,0,400
18636030,"Cozy, private room in Morningside Heights",87680800,Mahnoor,Manhattan,Morningside Heights,40.81368,-73.95919,Private room,1,0,,,1,0,50
34975527,3bdrm 1fl home w/parking!Close to ManhattanAirport,261028352,Young,Queens,Woodside,40.74305,-73.9007,Entire home/apt,2,0,,,2,91,169
17794915,Modest West Harlem Room Nearby Columbia University,121585653,Ari,Manhattan,Harlem,40.81733,-73.95413,Private room,1,0,,,1,0,25
21801370,Authentic Brklyn Experience - Room C,156042211,Tia,Brooklyn,Canarsie,40.64942,-73.89783,Private room,4,4,2018-09-10,0.22,4,37,40
16227237,"Spacious Studio in Prime Williamsburg, Brooklyn",1914516,Daniel,Brooklyn,Williamsburg,40.71134,-73.95953,Entire home/apt,1,3,2017-09-17,0.12,1,0,165
36044819,Cozy single room in Manhattan,3773866,Megumi & Nathan,Manhattan,Harlem,40.81842,-73.9391,Private room,2,0,,,2,14,42
32240776,Cozy Escape in the thriving heart of Bed-Stuy,241940624,Beryl,Brooklyn,Bedford-Stuyvesant,40.68529,-73.94028,Entire home/apt,2,9,2019-07-07,2.93,1,301,130
27629538,Artsy 1 bedroom Apartment Steps to Subway,2886359,David,Brooklyn,Bedford-Stuyvesant,40.67864,-73.91546,Entire home/apt,1,5,2019-05-04,0.63,2,0,100
30443115,Modern Bedroom in Williamsburg Madison 2R-4,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68607,-73.93235,Private room,30,0,,,27,331,42
7461720,Townhouse Bonus Room w/Private Bath,942252,Kimberly,Brooklyn,Prospect Heights,40.680240000000005,-73.96658000000001,Private room,1,213,2019-07-01,4.42,2,38,89
32240896,Sonder | Stock Exchange | Premier 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70751,-74.01066,Entire home/apt,2,12,2019-06-20,3.5,327,302,380
5678143,Perfect Studio on Ft. Green Park!,93781,Devin,Brooklyn,Fort Greene,40.6918,-73.9729,Entire home/apt,7,83,2019-06-21,1.59,1,67,130
7820423,Large 2 Bedroom apt near Union Sq,4068324,Heidi,Manhattan,Greenwich Village,40.73415,-73.99814,Entire home/apt,4,68,2019-06-16,1.45,1,36,425
27903031,Prewar Gem in Middle of Everything!,7580102,(Email hidden by Airbnb),Manhattan,Midtown,40.76399,-73.98076999999999,Private room,3,3,2018-11-17,0.31,2,0,139
18527060,Cozy bedroom in Bed stuy!,39652113,Kaitlin,Brooklyn,Bedford-Stuyvesant,40.69227,-73.94159,Private room,28,6,2019-04-30,0.32,1,197,40
30539100,Clean Airy 1-Bedroom Apartment in Gowanus,227915163,Stephen,Brooklyn,Gowanus,40.66871,-73.99038,Entire home/apt,6,1,2018-12-10,0.14,1,0,70
16353851,Luxury apartment in the heart of Williamsburg,14808512,Florian,Brooklyn,Williamsburg,40.71809,-73.95383000000001,Entire home/apt,3,2,2018-01-01,0.07,1,0,170
18988814,Brooklyn house - steps to Prospect Park,88322109,Daniel,Brooklyn,Windsor Terrace,40.65417,-73.97405,Entire home/apt,6,0,,,1,47,350
31276196,Large bright modern apartment in luxury building,6965682,Sharif,Brooklyn,Bushwick,40.70162,-73.93607,Entire home/apt,5,1,2019-03-16,0.26,1,0,180
28506595,Cute Room,8834412,Deborah,Bronx,Longwood,40.81232,-73.90299,Private room,3,0,,,2,364,100
27599185,Legal Redesigned 2 BDRS PARK SLOPE/Prospect Park!,87786261,Sophia,Brooklyn,South Slope,40.66055,-73.98597,Entire home/apt,1,11,2019-06-09,1.05,5,262,159
25949877,Chic + comfortable 1 BR apt on Upper East Side,195057742,Dale,Manhattan,Upper East Side,40.77772,-73.94821999999999,Entire home/apt,2,6,2018-09-17,0.5,1,0,135
19505573,Charming Room Gowanus,23755490,Ronnie,Brooklyn,Gowanus,40.68115,-73.98876,Private room,30,0,,,1,0,75
33558048,"Artist Loft: Clean, Cozy, Sun Filled, Plant Oasis",252856825,Jessi,Brooklyn,Bedford-Stuyvesant,40.69446,-73.9543,Entire home/apt,1,4,2019-07-02,1.85,1,10,250
12375976,Tompkins Square Apartment,16617640,Martin,Manhattan,East Village,40.72376,-73.97975,Entire home/apt,20,2,2017-01-10,0.06,1,0,99
28427324,New york Multi-unit building,214141672,Monica,Queens,Astoria,40.76466,-73.92730999999999,Private room,1,1,2018-09-19,0.1,1,362,120
18493375,Shared flat in Bushwick. Bright & close to train.,36012265,Ada,Brooklyn,Williamsburg,40.70506,-73.93122,Private room,1,8,2019-01-01,0.36,7,31,60
25378614,Private room near LGA with separate entrance,141122152,Hardeep,Queens,East Elmhurst,40.76218,-73.88589,Private room,1,86,2019-06-20,6.35,1,147,80
22245972,Bed in shared room in Crown Heights,162554140,Tzvi,Brooklyn,Prospect-Lefferts Gardens,40.66208,-73.9443,Shared room,14,0,,,1,0,22
22267382,Modern and Cozy Large Studio in Brooklyn,1910170,Katarina,Brooklyn,Fort Greene,40.68855,-73.97883,Entire home/apt,5,6,2019-01-01,0.32,1,0,145
32782675,Clean and quite,140125433,Yany,Bronx,Williamsbridge,40.87498,-73.85644,Private room,3,6,2019-07-05,1.57,1,49,39
35733228,Relax comfortably 1BR w/AC in the Heart of Queens1,268784513,Amit,Queens,East Elmhurst,40.75938,-73.88219000000001,Private room,1,8,2019-07-07,8.0,3,342,70
31102513,Sweet Spot! 2 rooms w/ PRIVATE ENTRANCE in BK!,8960308,Siji,Brooklyn,East Flatbush,40.64168,-73.95026,Private room,2,16,2019-07-06,4.49,1,13,59
22230702,(☆☆☆☆☆) New ultra-modern 1 bedroom apartment,129165729,Cindy,Queens,Astoria,40.76234,-73.91991,Entire home/apt,1,75,2019-06-30,4.38,1,317,150
35023304,The best home away from home!,263843788,Diana,Queens,Sunnyside,40.74143,-73.9229,Entire home/apt,2,7,2019-07-01,5.68,1,14,145
4436944,COMFORTABLE & COZY-2 STOPS BARCLAY,21841949,Patwell,Brooklyn,Crown Heights,40.66825,-73.95304,Private room,7,21,2019-06-10,0.54,2,292,150
25145947,"1,100 sq. ft. apt. Penthouse with private deck!",104386567,Rich,Manhattan,Upper East Side,40.77495,-73.94832,Entire home/apt,1,0,,,1,173,450
9477489,1 bedroom clean & simple in manhattan.,49123284,Kyriaki,Manhattan,Two Bridges,40.71255,-73.99673,Entire home/apt,6,106,2019-06-24,2.48,2,249,145
29455519,Quiet Comfty Home,171446547,Xiomara,Staten Island,Bull's Head,40.617,-74.16485,Private room,1,29,2019-07-07,3.4,1,362,80
9707531,Bright & Clean 1bed apt *PRIME* LES,35671352,Erin,Manhattan,Lower East Side,40.71941,-73.98534000000001,Entire home/apt,1,2,2016-03-20,0.05,1,0,160
19692746,East Village Studio Recently Renovated,138721769,Marcelo,Manhattan,East Village,40.72807,-73.98801,Entire home/apt,2,110,2019-06-12,4.9,1,0,200
34975935,Brooklyn Escape,3472623,Melissa,Brooklyn,Prospect Heights,40.678340000000006,-73.96598,Entire home/apt,2,8,2019-06-23,5.45,1,3,175
11750766,SWEEPING VIEWS 23d FLR~SUTTON PLACE,2856748,Ruchi,Manhattan,Midtown,40.757540000000006,-73.96129,Entire home/apt,30,0,,,49,334,245
4776065,Lovely Large Room with Private Bathroom,12300501,Paul,Manhattan,Hell's Kitchen,40.75984,-73.99214,Private room,1,102,2019-06-11,1.84,1,1,49
23126553,"★Private, Modern Apartment | Convenient Location★",171854639,Madeleine,Queens,Ditmars Steinway,40.77418,-73.91889,Entire home/apt,3,13,2019-01-03,0.78,1,1,75
23480048,Open studio in Bushwick,64076428,John,Brooklyn,Bushwick,40.69749,-73.93153000000001,Entire home/apt,3,7,2018-08-05,0.42,1,38,110
35066003,Brooklyn's Gorgeous Garden Apt. 25' to Downtown.,47532,Tika,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92617,Entire home/apt,4,0,,,1,6,169
5193421,Sunny 1BR in the East Village center,1002840,Vladimir,Manhattan,East Village,40.726690000000005,-73.98275,Entire home/apt,5,63,2019-06-24,1.24,1,242,145
30065172,"Bedroom in cosy apt in Williamsburg, Brooklyn",49546136,Victoire,Brooklyn,Williamsburg,40.71235,-73.95764,Private room,4,0,,,1,0,79
23293946,Williamsburg Loft with Garden,3402155,Andre,Brooklyn,Williamsburg,40.7186,-73.95997,Entire home/apt,2,9,2018-10-28,0.56,1,157,160
30338113,Wonderful and sunny 2 bedroom in Brooklyn,226833844,Ev,Brooklyn,Bedford-Stuyvesant,40.67878,-73.94094,Entire home/apt,2,4,2019-01-02,0.62,1,0,225
21297804,Entire Long Island City Studio mins to Manhattan,3023513,Levi,Queens,Long Island City,40.75097,-73.94119,Entire home/apt,3,2,2017-11-29,0.1,1,0,130
13864551,Comfy Room in Amazing East Village Apt,4396,Casey,Manhattan,East Village,40.72309,-73.98428,Private room,1,2,2016-11-06,0.05,2,188,74
13526348,Private Red Apple Brownstone Suite - Harlem NYC,7202412,Ephraim,Manhattan,Harlem,40.81635,-73.94467,Entire home/apt,4,119,2019-06-20,3.21,4,45,115
1145337,Spacious Private Room -East Village,6280254,Jc,Manhattan,East Village,40.73125,-73.98344,Private room,2,292,2019-06-08,3.9,2,231,109
23669006,"4 bdrm Riverdale apt, 15-30 minutes to Manhattan",2965556,Mj,Bronx,Spuyten Duyvil,40.88316,-73.91150999999999,Entire home/apt,2,8,2019-06-16,0.51,1,71,360
21312749,"Private, Sunny, Conveniently Located Room",130768576,Virginia,Queens,Ditmars Steinway,40.77803,-73.91084000000001,Private room,1,77,2019-06-23,3.66,1,145,50
35575853,"Great view, 1 BR right next to Central Park!",35965489,Meygan,Manhattan,East Harlem,40.79755,-73.94797,Private room,2,0,,,1,7,100
21151399,Quiet apartment next to subway. 15 min to midtown,35413624,Alexis,Manhattan,Harlem,40.82154,-73.94554000000001,Entire home/apt,15,1,2017-10-12,0.05,1,0,110
13843270,New Upper East Side Studio,28497808,Emilie,Manhattan,Upper East Side,40.77758,-73.94641999999999,Entire home/apt,4,5,2016-12-22,0.15,1,0,130
602142,2B+Office Perfect 4 Young Family!!,2233907,Kyle,Brooklyn,Prospect Heights,40.67963,-73.97237,Entire home/apt,14,5,2014-10-18,0.07,1,0,260
12274662,Cozy Bushwick-1br w private bath,5606004,Feather,Brooklyn,Bushwick,40.70062,-73.92785,Private room,2,9,2018-05-30,0.23,1,0,80
20524177,"Big Apt/big bedroom,  71st & 1st Ave",10471351,Michael,Manhattan,Upper East Side,40.76834,-73.95647,Private room,30,11,2019-03-20,0.55,1,305,85
18561365,Artist Apartment Fort Greene / Clinton Hill,8146232,Marty,Brooklyn,Clinton Hill,40.69229,-73.96504,Entire home/apt,1,3,2017-08-06,0.12,1,0,120
6410511,"Big space, great price, a home by Mnhn, best in BK",10136764,Michael,Brooklyn,Crown Heights,40.67766,-73.93934,Entire home/apt,4,91,2019-06-21,1.81,1,316,119
20848135,Brand New Apt In A Beautiful Elevator Building,149608542,Ramonex,Manhattan,Harlem,40.81643,-73.94041999999999,Private room,3,84,2019-06-22,3.8,1,205,65
26559223,"Charming Williamsburg Apartment,  next to trainJZM",18210699,Leanne,Brooklyn,Williamsburg,40.71106,-73.95945,Private room,4,1,2018-07-31,0.09,1,220,70
5641857,New York City Historical Brownstone First Floor.,8000315,Naima,Manhattan,Harlem,40.8215,-73.95006,Entire home/apt,2,243,2019-06-28,4.65,2,250,100
13821806,Charming 1BR in Williamsburg - perfectly located,7695239,Rachad,Brooklyn,Williamsburg,40.72128,-73.95782,Entire home/apt,3,0,,,1,0,249
27703016,New York Apartment,157209452,Mansi,Manhattan,Nolita,40.72194,-73.99557,Private room,1,9,2018-10-20,0.85,1,179,120
7116071,30 Minutes to Manhattan / Sleeps 7,36903907,Moe,Brooklyn,Bensonhurst,40.61112,-74.00028,Entire home/apt,2,207,2019-07-02,4.26,1,287,145
33749547,Private room in Mckibbin Lofts. Rooftop access,154080858,David,Brooklyn,Williamsburg,40.70621,-73.93663000000001,Private room,2,18,2019-06-24,6.67,1,205,70
19583464,NYC Empire Apartment,137647792,Blair,Manhattan,Kips Bay,40.74511,-73.97833,Entire home/apt,2,0,,,1,0,145
1525602,Perfect Temporary Brooklyn Home,1200603,Andrea,Brooklyn,Crown Heights,40.66751,-73.95867,Entire home/apt,2,121,2019-05-31,1.7,1,39,115
9405124,1 Bed available in 2 BR Apt in UWS,19059946,Andrew,Manhattan,Upper West Side,40.79947,-73.964,Private room,1,1,2016-01-05,0.02,1,0,51
25101744,Cozy & Bright Studio Close to Subway Station,26555925,Luis,Brooklyn,Bedford-Stuyvesant,40.68057,-73.95249,Entire home/apt,3,6,2019-01-28,0.46,1,1,113
18500556,Fully renovated beautifully furnished two bedroom,128385204,Ronen,Brooklyn,Sheepshead Bay,40.59339,-73.94296,Private room,1,0,,,1,0,199
34343028,Cozy Bronx Apartment Near Yankee Stadium!!!,259282634,Dametria,Bronx,Morris Heights,40.84752,-73.92293000000001,Private room,1,0,,,1,180,130
19655186,Spacious Prewar South Bronx Apartment,138359603,Anamaria,Bronx,Concourse,40.82153,-73.92683000000001,Entire home/apt,2,2,2017-08-09,0.08,1,0,140
34566144,On Top Of The Ridge (Wood),260821048,Saba,Queens,Ridgewood,40.70922,-73.91017,Private room,1,12,2019-07-04,6.1,2,264,48
1109092,Beautiful Park Slope 3bdrm Duplex,6088518,Evelyn,Brooklyn,Park Slope,40.66698,-73.98161999999999,Entire home/apt,3,21,2018-11-26,0.3,1,1,550
21395840,Cozy and Welcoming Upper East Side NYC Studio!,2714509,Geraldine,Manhattan,Upper East Side,40.78098,-73.9467,Entire home/apt,2,58,2019-06-23,2.96,1,0,95
13857521,Quaint Garden Apartment/ Historic Hamilton Heights,2701094,Jimmy,Manhattan,Harlem,40.828520000000005,-73.94583,Entire home/apt,7,9,2019-04-28,0.25,1,27,140
20614820,Bright & Spacious Chinatown Loft,75109,Jaymie,Manhattan,Chinatown,40.71618,-73.99225,Entire home/apt,4,13,2019-07-02,0.6,1,68,145
7072541,"1Bdr Artist Apt. (L,M,J,Z trains)",35819315,Hui & Jon,Brooklyn,Bushwick,40.6942,-73.92024,Entire home/apt,4,11,2017-05-22,0.23,2,8,150
15700484,SPACIOUS LUXURY 2 bedroom apartment in Brooklyn!,62413233,Eleanor & Kameon,Brooklyn,Bedford-Stuyvesant,40.67718,-73.91405,Entire home/apt,4,9,2018-05-20,0.29,1,0,135
7694418,Close to Central Park,1784925,Karen,Manhattan,Upper West Side,40.791,-73.96809,Entire home/apt,3,10,2018-01-02,0.21,1,0,150
18946376,"Small cute bedroom in Astoria, Queens/LIC",22899212,Carmen,Queens,Ditmars Steinway,40.77204,-73.90868,Private room,26,1,2017-09-02,0.04,1,0,35
34933891,Beautiful Brooklyn Vintage Townhouse Apartment,35514248,Jessica,Brooklyn,Bedford-Stuyvesant,40.68327,-73.91797,Entire home/apt,1,8,2019-07-08,6.86,1,272,120
30769015,Heart of Bedford Stuyvesant.  Next to subway.   Full floor in brown stone.  Great neighborhood.   20 minutes to downtown Manhattan.   Best place ever.,95915902,Sam,Brooklyn,Bedford-Stuyvesant,40.68883,-73.9525,Entire home/apt,2,5,2019-01-06,0.75,1,0,100
19079187,Clean Midtown Rooms in heart of NYC,60993452,Charles,Manhattan,Murray Hill,40.74846,-73.9758,Private room,4,3,2017-06-18,0.12,2,0,40
29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,Manhattan,East Village,40.72392,-73.99143000000001,Entire home/apt,5,73,2019-06-25,0.66,1,209,185
16795643,Private bedroom with queen bed and  single bed.,7181263,Kate,Manhattan,East Harlem,40.79933,-73.94272,Private room,1,102,2019-07-06,3.43,2,81,98
9793676,3 Bed Apt - 63rd St and Madison,50473263,Joshua,Manhattan,Upper East Side,40.76875,-73.96763,Entire home/apt,1,0,,,1,0,1100
22446205,Brooklyn clean and quiet,164456084,Roody,Brooklyn,Canarsie,40.63409,-73.89383000000001,Private room,1,0,,,1,0,27
36427094,Beautiful Sunny Space in Crown Heights Brooklyn.,82576590,Raheem,Brooklyn,Crown Heights,40.67285,-73.95133,Private room,1,0,,,1,66,41
33153247,Comfortable quiet single room in beautiful Astoria,104796372,Eric,Queens,Astoria,40.77151,-73.93066,Private room,1,2,2019-06-23,2.0,1,7,65
9864199,Greenwich Village Penthouse,38795245,Tomo,Manhattan,Greenwich Village,40.73418,-73.99887,Entire home/apt,10,0,,,1,0,275
35665927,AMAZING MANHATTAN SKYLINE VIEW,13813923,Maria,Queens,Long Island City,40.74383,-73.95100000000001,Private room,1,2,2019-06-28,2.0,2,293,55
27141191,NewlyBuilt+Terrace 3min▶︎Subway 30min Manhattan,19303369,Hiroki,Queens,Elmhurst,40.74022,-73.87614,Private room,30,0,,,37,0,34
30692398,Large bright room in the heart of Bushwick,51431600,Aurélie,Brooklyn,Bushwick,40.70134,-73.92111,Private room,5,1,2019-01-03,0.16,1,0,50
7560658,Perfect Brooklyn Loft Studio,8726365,Puja,Brooklyn,Williamsburg,40.70641,-73.96800999999999,Entire home/apt,1,0,,,1,0,185
29455764,Single room in a 2-br apartment in the UWS,92657816,Juan Francisco,Manhattan,Morningside Heights,40.80463,-73.96373,Private room,3,3,2019-03-04,0.38,2,0,99
16491507,Extra Cozy Room in Center of Williamsburg,4033160,Brian,Brooklyn,Williamsburg,40.71404,-73.95783,Private room,1,3,2017-01-01,0.1,1,0,98
35121524,Williamsburg Modern Designer Loft on L Train,997334,James,Brooklyn,Williamsburg,40.71516,-73.94754,Entire home/apt,2,2,2019-06-30,2.0,1,77,300
36163803,A luxury one-bedroom apartment,242376689,Xiuzhen,Queens,Long Island City,40.74693,-73.94175,Entire home/apt,5,0,,,1,15,150
21449446,The Oasis 2,33106693,Elena,Manhattan,Harlem,40.821670000000005,-73.95006,Entire home/apt,5,2,2018-08-11,0.11,3,88,210
20803231,Minimal Light-filled Home Near Prospect Park,1143503,Tina,Brooklyn,Windsor Terrace,40.65457,-73.97511999999999,Entire home/apt,3,1,2017-10-09,0.05,1,0,145
6652353,Bienvenue à NY - 2BDM with a view,7106617,Nacer,Manhattan,Upper West Side,40.79828,-73.97231,Entire home/apt,5,6,2016-08-30,0.12,1,0,150
28916312,Cozy nook in Bronx 5 mins from Botanical Gardens!,99956350,Aubeen,Bronx,Fordham,40.86777,-73.88396999999999,Private room,1,2,2019-01-01,0.22,1,362,90
30562291,Best Location in Luxury Building near Times Square,21496186,Richard,Manhattan,Midtown,40.75051,-73.98625,Private room,1,27,2019-07-01,4.58,2,76,94
14044731,One bedroom apartment for rent in West Harlem,47260217,Tess,Manhattan,Harlem,40.82287,-73.9518,Private room,7,2,2016-07-27,0.06,1,0,38
16330737,Ft Greene: 2-3 Bedroom Duplex w/Garden,106899231,Heather,Brooklyn,Fort Greene,40.69601,-73.97114,Entire home/apt,6,7,2018-08-29,0.23,2,5,220
276482,Comfortable Manhattanville.,305972,Allan,Manhattan,Harlem,40.81371,-73.95585,Private room,6,130,2019-06-02,1.42,2,97,85
30229561,HARLEM CLEAN & COMFY SPACE,227021565,Alexander,Manhattan,Harlem,40.82669,-73.93831999999999,Private room,1,15,2019-06-20,2.38,1,45,44
14315012,"Cozy private room in downtown Manhattan, NYC",60995455,Melody,Manhattan,Greenwich Village,40.7305,-73.99647,Private room,1,4,2018-06-13,0.12,1,0,69
22860511,Large Queen Room in Beautiful Artist Loft,501456,Aaron,Brooklyn,Greenpoint,40.73531,-73.95631,Private room,3,9,2018-11-24,0.52,4,25,58
29674137,SOUTH RIVER VIEWS/DOORMAN-E 52nd ST,2856748,Ruchi,Manhattan,Midtown,40.75565,-73.9634,Entire home/apt,30,0,,,49,365,330
28456148,Sunny cozy 1 bedroom- Designer’s home,3334537,Jolie,Brooklyn,Bedford-Stuyvesant,40.68471,-73.93763,Entire home/apt,4,9,2019-06-28,0.93,1,132,150
28223260,Private 1 BR/1 Bath apt with full kitchen,15717497,Nick,Manhattan,Upper West Side,40.77078,-73.98344,Entire home/apt,1,0,,,1,0,179
32409168,15 minutes to Times Square!!!  Red Lux bedroom,243367528,Lucca & Paula,Queens,Astoria,40.76575,-73.91366,Private room,1,21,2019-06-09,4.53,7,313,80
27810474,Sunny Third-Floor Fort Greene Apartment,37820632,Moira,Brooklyn,Fort Greene,40.68912,-73.97514,Entire home/apt,2,2,2018-12-18,0.19,1,0,275
6200613,"BIG PRIVATE ROOM, UPSCALE LOCATION",10418386,Tatiana,Manhattan,Upper West Side,40.79422,-73.97565,Private room,7,0,,,1,0,90
28987503,Cosy and friendly private space,218458746,Colin,Queens,Woodside,40.74592,-73.90889,Private room,1,4,2018-11-09,0.43,1,0,100
19604361,Bedroom #2 in Queens,137838298,Norma,Queens,Jamaica,40.68121,-73.76869,Private room,1,22,2018-12-16,0.99,2,177,60
28513148,"Lovely Studio - Heart of Carroll Gardens, Brooklyn",1381000,Diana,Brooklyn,Gowanus,40.68077,-73.98983,Entire home/apt,2,2,2019-05-12,0.23,1,0,125
19326520,Awesome Williamsburg Apartment,16342788,Carlos,Brooklyn,Williamsburg,40.70857,-73.94501,Private room,1,2,2017-09-18,0.09,2,64,85
19743272,Cozy Inn,138628430,Tyeesha,Bronx,Morris Heights,40.85167,-73.92144,Private room,1,0,,,1,363,50
34741976,Charming Studio in Meatpacking District/Chelsea,262011998,Elizabeth,Manhattan,West Village,40.74024,-74.00484,Entire home/apt,2,3,2019-06-23,3.0,1,58,220
36095313,New York City escape,25279755,Stacey,Manhattan,Kips Bay,40.74413,-73.97993000000001,Private room,2,0,,,1,17,90
35616750,2 bedrooms/1.5 bath East Village Cozy Apartment,267953852,Kyle,Manhattan,Greenwich Village,40.72815,-73.99693,Entire home/apt,2,1,2019-06-18,1.0,1,149,196
18176798,Sunny Balcony Apartment,125398274,Christian,Manhattan,Lower East Side,40.71869,-73.9931,Entire home/apt,3,7,2018-07-23,0.26,2,0,200
3791325,1BR Clinton Hill Apt Beautiful Garden - Video,3028267,Vernon,Brooklyn,Clinton Hill,40.69352,-73.96556,Entire home/apt,7,15,2019-05-25,0.27,1,280,150
5494750,Home 4 Medical Professionals-Kngbr4,26377263,Stat,Brooklyn,East Flatbush,40.66087,-73.93516,Private room,30,1,2019-03-30,0.29,43,331,38
32281241,Cozy NYC apartment,55452987,Mark & Alex,Manhattan,East Harlem,40.79616,-73.93343,Private room,5,0,,,1,179,55
22366842,Fully equipped room that's 3 mins from L train!,10994664,Alexander,Brooklyn,Bushwick,40.69208,-73.90451999999999,Shared room,30,1,2018-12-11,0.14,8,334,29
29758404,Entire Apartment in Beautiful Brooklyn Brownstone,223886475,John & Dee,Brooklyn,Carroll Gardens,40.68564,-73.99201,Entire home/apt,2,8,2019-06-03,2.79,1,0,170
25134894,Massive 4 bed 3 bath Loft in SoHo/Little Italy,189961241,Danny,Manhattan,Little Italy,40.71839,-73.99834,Entire home/apt,3,37,2019-06-28,2.92,1,170,699
23696307,"Lovely 2 bdr loft in Clinton Hill, Brooklyn",3464870,Nina,Brooklyn,Bedford-Stuyvesant,40.69219,-73.95851,Entire home/apt,3,11,2019-06-09,0.8,1,2,150
23811541,"Luxury Apartment close to Time Square, NYC",23255533,Aravind,Manhattan,Theater District,40.76155,-73.98619000000001,Private room,3,10,2019-05-27,1.24,1,189,139
33930925,"Spacious Private Room W 3 Nearby Trains, In Queens",242962235,Yuval,Queens,Ridgewood,40.70762,-73.89526,Private room,30,0,,,23,317,34
35793693,Sonder | 116 John | Cozy Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70831,-74.00641999999999,Entire home/apt,29,0,,,327,342,180
18857134,Private Small Bedroom in Hell's Kitchen,131374030,Steven,Manhattan,Hell's Kitchen,40.76387,-73.99117,Private room,1,9,2017-12-28,0.35,1,0,100
30437291,Beautiful large room Manhattan/Roosevelt Island,228524640,Dragomir,Manhattan,Roosevelt Island,40.7616,-73.95052,Private room,21,1,2019-03-08,0.24,1,342,55
30320090,"SPACIOUS, PRIVATE ROOM IN MIDTOWN, PARK AVENUE",209758777,Isabel,Manhattan,Midtown,40.74475,-73.98337,Private room,1,51,2019-06-23,7.39,2,29,145
30848952,Cozy private room in the Upcoming Bronx,230646296,Cesar,Bronx,Concourse Village,40.83311,-73.9116,Private room,2,2,2018-12-26,0.29,1,0,34
36177747,* Brooklyn's Prospect Park Perfection *,13422723,Zoē,Brooklyn,Flatbush,40.65296,-73.95724,Entire home/apt,4,1,2019-07-03,1.0,1,14,90
28271289,Queens  BLVD House NEXT TO ALL,67376966,Lucky,Queens,Rego Park,40.73005,-73.8576,Entire home/apt,3,1,2019-06-24,1.0,3,173,268
20744490,Williamsburg home away from home,48153723,Dana,Brooklyn,Williamsburg,40.7079,-73.96609000000001,Private room,7,8,2018-03-15,0.43,1,0,70
9625826,Home Sweet Home in Brooklyn,11497855,Lina,Brooklyn,Prospect-Lefferts Gardens,40.66145,-73.96005,Private room,10,1,2016-01-12,0.02,1,0,65
9577006,Private Bedroom,44620317,Claudia,Queens,Corona,40.73703,-73.85861,Private room,2,33,2018-02-19,0.75,4,280,55
19159,Spacious luminous apt Upper West NYC,73051,Sybilla,Manhattan,Harlem,40.82915,-73.95136,Entire home/apt,31,54,2019-03-23,0.49,1,209,110
33067252,3 person shared room at the heart of Brooklyn,248161322,Sergii,Brooklyn,Bushwick,40.70002,-73.94054,Shared room,30,1,2019-03-15,0.26,14,341,35
18194415,"Room in just-refurbished, classic brownstone flat.",125567809,Gene,Brooklyn,Park Slope,40.67213,-73.98141,Private room,1,0,,,1,0,75
15751495,"Entire home in East Village, 2BD, Family friendly",1515114,Roman,Manhattan,East Village,40.72503,-73.97851,Entire home/apt,10,4,2019-05-14,0.53,1,16,300
19012370,"Parks, Marina and New York skyline in one place.",10447807,Ari,Manhattan,Battery Park City,40.71588,-74.01691,Entire home/apt,4,0,,,1,0,250
